address,gen_descrip,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,id,Mặt tiền,Số tầng,Pháp lý,Nội thất,Đường vào
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Văn Thụ', 'Đường Hoàng Mai', 'Dự án Feliz Homes']","
Tôi có được tặng 2 suất ngoại giao mã căn ZB 08 và 09 dự định ban đầu là gia đình sẽ sử dụng cả 2 căn để đập thông để ở. Nhưng hiện tại đã tìm được liền kề bên Vinhomes nên tôi cần bán. Giá gốc 2 căn của tôi được mua theo hình thức ngoại giao nên giá tốt hơn so với thị trường khoảng 3tr/m². Vẫn được kí và hưởng toàn bộ chính sách của CĐT. Gia đình không xoay sở kịp tiền để lấy liền kề rất tiếc 2 căn hộ này nhưng vẫn phải bán. Vì muốn bán nhanh nên tôi để giá rất tốt và sẽ có thương lượng thêm cho khách hàng thiện chí có nhu cầu thực sự.Thông tin 2 căn hộ:* Mã căn ZB 09:- Diện tích: 91m² 3PN 2WC.- Ban công: Đông - Nam thoáng mát.- Căn góc có view đẹp nhất dự án mặt hồ và công viên.* Mã căn ZB 08:- Diện tích: 73m² 2PN 2WC.- Ban công: Đông mát vẻ.- View toàn bộ sân chơi công viên và hồ.Khách hàng có nhu cầu 1 trong 2 căn hộ thì liên hệ trực tiếp thương lượng thêm. Ưu tiên khách hàng lấy cả 2 căn. Gia đình sẽ hỗ trợ toàn bộ thủ tục chuyển tên cũng như sẽ thương lượng thêm nếu khách hàng thiện chí.Số máy liên hệ: 0961 807 *** ",91 m²,3.152 tỷ,,Đông - Nam,3 phòng,2 phòng,25/11/2022,05/12/2022,Tin Vip đặc biệt,35891830,batdongsan_com_vn_35891830,,,,Cơ bản.,
"['Hà Nội', 'Long Biên', 'Phường Phúc Lợi', 'Dự án Vinhomes Riverside']","
Bán nhà biệt thự đơn lập view thoáng 2 mặt sông. Đỗ xe thoải mái.Biệt thự đã hoàn thiện đồ cơ bản, có thể sửa thêm để về ở luôn trước tết.Diện tích đất 300m².Diện tích sàn 130m² x 4 tầng + 1 hầm.Giá bán: 63 tỷ.LH 0914 122 *** ",300 m²,63 tỷ,,,5 phòng,,24/11/2022,04/12/2022,Tin Vip đặc biệt,35716967,batdongsan_com_vn_35716967,,4 tầng,Sổ đỏ/ Sổ hồng,Biệt thự đã hoàn thiện đồ cơ bản.,
"['Hà Nội', 'Bắc Từ Liêm', 'Phường Đông Ngạc', 'Đường Phạm Văn Đồng', 'Dự án Sunshine City']","
Chung cư Sunshine City - Bắc Từ Liêm - Ciputra.* LH: 0966 470 *** - phòng kinh doanh Sunshine City. 24/7 ( có zalo)Cam kết giá tốt nhất! (tư vấn mọi thủ tục sổ đỏ + ngân hàng).Bảng hàng hot 20 căn ngoại giao chiết khấu sâu 25% từ CĐT có chính sách vay 0% trong 12 tháng. ( vào tên trực tiếp hợp đồng chủ đầu tư)- Chiết khấu 25% nếu thanh toán sớm 95%.- Chiết khấu 20% nếu khách hàng thanh toán sớm 50%Những căn hộ được cập nhật tới ngày 09.11.2022 (cam kết còn hàng, giá chuẩn).Danh sách trong quỹ 20 căn ngoại giao giá sau chiết khấu 21% đã gồm KPBT và 100% VAT.- S2 - 10 (góc 98m² view sông 3PN giá 4.3 tỷ).- S1 - 01 (căn 98m² view sông 3PN giá 4.1 tỷ).- S3 - 06 (căn 116m² view sông 3PN giá 4.74 tỷ).- S3 - 12 (góc có ban công 105m² view sông giá 5 tỷ).- S3 - 01 (góc có ban công 105m² view thành phố giá 5.1 tỷ).- S3 - 11 (góc có ban công 105m² view thành phố giá 5 tỷ).- S4 - 08 (căn 116m² view sân Golf sông Hồng giá 5.1 tỷ).- S4 - 09 (căn 100m² view nội khu 3PN giá 3.9 tỷ).- S4 - 12 (góc 105m² view sân Golf giá 5.3 tỷ).- S4 - 10 (mẫu dài đẹp hiếm 105m² view sân Golf giá 5.1 tỷ).- S4 - 01 (mẫu góc ban công 105m² view thành phố giá 5 ỷ).- S4 - 11 (góc ban công 105m² view thành phố giá 5.2 tỷ).- S5 - 10 (góc view 98m² view sân golf đẹp 4.89 tỷ).* Căn duplex + penthouse:Từ 3PN - 8PN (160m² đến 594m²) - view: Thành phố, sông Hồng, sân golf.Giá từ: 8.9 tỷ đến 12 tỷ (bao gồm VAT + BT).* Penthouse: Đủ đồ bán lại 325m², đồ nhập khẩu Ý, 35 tỷ (bao sang tên).Ngoài ra khách hàng quan tâm căn chuyển nhượng có sổ đỏ.Căn 2 ngủ:+ S1 - 06: 81m² view nội khu có ban công giá 4 - 4.2 tỷ.+ S2 - 08: 81m² view sông Hồng có ban công giá 3.6 - 3.9 tỷ.+ S3 và S4: 73m² (view nội khu) - 3.2 tỷ - 3.5 tỷ.+ S5 - 08: 81m² (view golf) có ban công 3.9 - 4 tỷ.+ S6 - 06, 80.5m² (view nội khu) có ban công - Giá: 3,9 tỷ - 4 tỷ.Căn 3 ngủ:+ S1 - 04, view nội khu - bc full đồ - 98m² - giá 4.7 tỷ.+ S2 - 05, view sông Hồng - mẫu góc, nhà full đồ mới - 4.7 tỷ.+ S3 - 08, góc view sông, full nội thất - 117m² - giá: 5.5 tỷ.+ S4 - 08, góc view sông - 117m² - BC: Đông Nam - 5.8 tỷ.+ S5 - 02, căn 2 ban công view sân golf đông nam - 5.65 tỷ.+ S5 - 03, view nội khu - 99m² - tầng cao full đồ giá: 5 tỷ.+ S6 - 05 mẫu góc - view sân Golf 99m² - giá: 5.1 tỷ.Còn nhiều căn hộ giá đa dạng + hấp dẫn khác.Giá căn hộ: 100% GTCH + 2% KPBT + (bao phí) - Nhận nhà ở ngay.+ Đầy đủ tiện ích 5* vườn treo, rạp chiếu phim, bể bơi, shophouse, trung tâm thương mại, tàu điện đi qua các tòa nhà, vườn cây xanh chạy thông từ tòa S1 đến S6...+ Bàn giao cao cấp: Điều hòa âm trần 2 chiều, tủ bếp, bếp từ hút mùi Hafele, sàn gỗ, thiết bị vệ sinh Kohler có bồn tắm và bệt thông minh, cửa chống cháy Porta Door,...(Tư vấn mọi thủ tục - vay ngân hàng mọi trường hợp - nhanh gọn - uy tín).Liên hệ PKD Sunshine: 0966 470 *** để xem nhà 24/7 (Zalo).            ",100 m²,3.9 tỷ,Tây,Bắc,3 phòng,2 phòng,24/11/2022,04/12/2022,Tin Vip đặc biệt,35672696,batdongsan_com_vn_35672696,,,Sổ đỏ/ Sổ hồng,Full nội thất liền tường cao cấp CĐT.,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Mễ Trì', 'Đường Lê Quang Đạo', 'Dự án The Matrix One']","
* Tòa A + B.- Trục căn 01 - 06 diện tích 112m² căn góc 3PN, 3 mặt thoáng cực đẹp view nội khu thiết kế vuông vắn.+ Hướng cửa TN ban công ĐB.+ Giá bán từ 6.5 tỷ nội thất cơ bản CĐT.- Trục căn 02 - 03 - 04 - 05 diện tích 87m² thiết kế 2PN view nội khu.+ Hướng cửa TN ban công ĐB.+ Giá bán từ 4,4 tỷ nội thất thô và cơ bản CĐT.- Trục căn 07 - 10 diện tích 114m² căn góc 3PN view Hồ 14ha.+ Hướng cửa ĐB ban công TN.+ Giá bán từ 6.5 tỷ - 7 tỷ Nội thất cơ bản CĐT.- Trục căn 08 - 09 diện tích 113m² thiết kế căn Dualkey 2 chìa khóa view hồ.+ Hướng cửa ĐB ban công TN.+ Giá bán 6.3 tỷ - 7 tỷ.* Đất Xanh Land cam kết.- Khách hàng mua căn hộ được làm việc trực tiếp với chủ nhà.- Hỗ trợ mọi thủ tục pháp lý sang tên sổ đỏ nhanh nhất, tốt nhất.- Không phát sinh chi phí thêm cho khách hàng.LH: 0962 352 *** ",88 m²,4.4 tỷ,,,2 phòng,,24/11/2022,04/12/2022,Tin Vip đặc biệt,35945260,batdongsan_com_vn_35945260,,,,,
"['Hà Nội', 'Nam Từ Liêm', 'Phường Tây Mỗ', 'Đường Đại lộ Thăng Long', 'Dự án Masteri West Heights']","
Tầm nhìn kiệt tác - phác họa tương lai.- Masteri West Heights - Chung cư cao cấp bậc nhất tại Hà Nội.- Sở hữu sổ đỏ lâu dài chỉ với 10% GTCH.- Chiết khấu lên tới 15% GTCH.Liên hệ: 0353 999 *** em Hiền chuyên khu vực Vinhomes Smart City.--------------------------------------------------------------------------------------------------------+ Lý do khách hàng nên lựa chọn Masteri West Heights.- Kiến tạo bởi nhà phát triển bất động sản hàng hiệu lớn nhất Việt Nam.- Tầm nhìn toàn cảnh đẹp nhất khu đô thị Vinhomes Smart City.- Thiết kế tinh tế từ các đối tác danh tiếng hàng đầu thế giới.- 22 tiện ích đặc quyền chuẩn quốc tế, dịch vụ 24/7.- Trang thiết bị bàn giao từ các thương hiệu nổi tiếng thế giới.- Home - For - home - Giải pháp vượt trội hỗ trợ tài chính 100% GTCH đến ngày bàn giao.+ Căn hộ hoàn thiện đến từng chi tiết nhỏ giúp cư dân tận hưởng trọn vẹn không gian sống đẳng cấp, xứng tầm:- Sàn gỗ cao cấp tất cả các phòng.- Cửa kính Low - E 3 lớp.- Khóa cửa điện tử 3 trong 1.+ Không gian sinh hoạt chung lịch lãm khác biệt, khẳng định đẳng cấp thượng lưu của cộng đồng cư dân quốc tế:- Sảnh Lounge xoa hoa.- Sảnh lễ tân 5*.- Sảnh thang máy sang trọng.---------------------------------------------------------------------------------------------------------+ Chính sách bán hàng vô cùng hấp dẫn:- Quà tặng mùa thu vàng lên tới 100 triệu.- Ngân hàng hỗ trợ cho vay tới 80% GTCH.- Miễn phí 3 năm phí quản lí vận hành.- Hỗ trợ lãi suất % lên tới 24 tháng.- Chiết khấu ngay lên đến 15%.Quỹ căn hộ đẹp còn hữu hạn.- Hỗ trợ tư vấn 24/24 và đón đưa đi xem nhà mẫu miễn phí.- Hotline/zalo: 0353 999 *** em Hiền.            ",70 m²,40 triệu/m²,Tây - Bắc,Đông - Nam,2 phòng,2 phòng,21/11/2022,01/12/2022,Tin Vip đặc biệt,35785234,batdongsan_com_vn_35785234,,,,Đầy đủ,
"['Hà Nội.', 'Nam Từ Liêm', 'Phường Tây Mỗ', 'Dự án The Sakura - Vinhomes Smart City']","
Shop chân đế tại các tòa nhà là một trong những sản phẩm được các nhà đầu tư đặc biệt quan tâm và săn đón, nhờ tiềm năng khai thác kinh doanh và cho thuê cao tại chân các tòa nhà với mật độ cư dân lớn.Chúng tôi xin trân trọng gửi tới quý khách một trong những siêu phẩm shop chân đế tại tòa The Sakura 3, thuộc phân khu mang phong cách Nhật Bản tại Khu đô thị Vinhomes Smart City, SA3.01. S18 với thông tin như sau.- Tên căn: SA3.01. S18.- Diện tích tim tường: 69.5m².- Giá bán: 10,8 tỷ.Ưu điểm căn SA3.01. S18:- Đây là căn góc 2 mặt thoáng rất đẹp với 1 mặt tiền đường lớn và 1 mặt đường dạo bộ vào công viên vườn Nhật nội khu, tiếp giáp sân chơi trẻ em.- Diện tích 69.5m² là diện tích đẹp nhất trong tất cả các căn shop chân đế, phù hợp với rất nhiều loại hình kinh doanh.- Sở hữu hướng Đông rất thoáng mát.- Đặc biệt vườn Nhật nội khu phân khu The Sakura vô cùng thơ mộng, nơi đây sẽ tập trung mọi hoạt động thư giãn, giải trí của gần 10.000 cư dân.Chính sách bán hàng đặc biệt.Dành riêng cho khách hàng mua trong tháng này.- Tặng phí quản lý 5 năm hoặc trừ 700.000 đ/m² vào giá bán.- Thanh toán tiến độ chiết khấu 7,5% GTCH và 8% dòng tiền/năm khi thanh toán sớm.- Hỗ trợ vay ngân hàng 70% GTCH, ân hạn nợ gốc và lãi lên tới 15 tháng (tối đa tới tháng 12/2023).- Nhận bàn giao shop tháng 1/2023 (dự kiến).Hotline: Liên hệ ngay 0981 338 ***giám đốc dự án: Trịnh Thị Trang).            ",69.5 m²,10 tỷ,,,,,24/11/2022,04/12/2022,Tin Vip đặc biệt,35942300,batdongsan_com_vn_35942300,,,Hợp đồng mua bán,,
"['Hà Nội', 'Chương Mỹ', 'Xã Phụng Châu']","
Tôi là chính chủ của 3 lô đất dưới đây, cần bán.Vị trí đi qua bến xe Yên Nghĩa 3km là đến.Tất cả sổ đỏ có hết.Cần tiền bán gấp 3 mảnh đất vị trí cực đẹp tại Phụng Châu, Chương Mỹ.- Mảnh 1:Diện tích: 489m² - Ô tô đỗ cửa, ngõ thông thoáng.Giá bán: 20 triệu/m².- Mảnh 2:Diện tích: 604m² mặt tiền rộng.Giá bán: 19 triệu/m².- Mảnh 3:Diện tích: 252,3m² ô tô đỗ cửa, cách công ngã 3 chợ Phụng Nghĩa 300m.Giá: 24 triệu/m².Vị trí các mảnh đất nằm bám sát trục đường Biên Giang, gần quốc lộ 6, cách bến xe Yên Nghĩa khoảng 3km.Quốc lộ 6 đang được mở rộng (đã có phê chuẩn quy hoạch) cơ sở hạ tầng đang được đồng bộ. Từ vị trí khu đất ra mặt QL 6 chỉ khoảng 1 1,5km.Nằm gần chợ, trường học, siêu thị - đầy đủ tiện ích phục vụ nhu cầu thiết yếu của cư dân.Gần trường ĐH SP Thể dục Thể Thao, gần các khu công nghiệp lớn như KCN Phú Nghĩa, KCN Yên Nghĩa thuận tiện cho thuê, hoặc mua đất dựng xưởng.Nằm gần thị trấn Chúc Sơn, gần các cơ quan đầu não của huyện Chương Mỹ, đảm bảo an ninh trật tự.Đường rộng, thoáng, ô tô đỗ cửa, tiện tuyến xe bus chạy qua.Mặt tiền rộng, phù hợp cho các nhà đầu tư phân lô bán nền.Phụng Châu là khu vực nhiều tiềm năng phát triển, nằm trên trục đô thị hóa của thành phố Hà Nội, cơ sở hạ tầng đang được đồng bộ hóa, hoàn thiện từ điện, đường, trường, trạm.Giá đất đang rất rẻ so với khu vực Biên Giang Hà Đông chỉ cách đó 1km, thu hút được nhiều nhà đầu tư.Đi xem trực tiếp liên hệ:0936 110 *** ",252.3 m²,24 triệu/m²,Đông - Nam,,,,24/11/2022,04/12/2022,Tin Vip đặc biệt,34816364,batdongsan_com_vn_34816364,10 m,,Sổ đỏ/ Sổ hồng,,4 m
"['Hà Nội', 'Hoàng Mai', 'Phường Hoàng Văn Thụ', 'Đường Tân Mai', 'Dự án Louis City Hoàng Mai']","
Cần tiền mặt xử lý ngân hàng nên có nhu cầu bán những căn sau.Tôi cam kết rẻ hơn thị trường 10 - 15 triệu/m².Khách hàng có nhu cầu LH phòng KD CĐT Lã Vọng: 0977 620 ***em Thanh) hoặc 0869 608 ***em Bảo) để so sánh giá ngoài thị trường.Cam kết không mất thời gian của khách hàng.Thông tin 10 vị trí vừa ở và đầu tư.* Dãy L1. Đường 40m.- Diện tích 114m² lô thường. 136m². Lô góc.- Giá 180 triệu/m².L1. Đường 17m.- Hương Đông nhìn sang TTTM BRG.- Lô góc diện tích 221m².- Nằm trên đường 17m và 13,5m.- Giá 1xx.* Dãy L2.- Hướng Bắc.- Diện tích 95m².- Giá 1XX triệu/m².- Gần đường Tân Mai và trục chính 40m.* Dãy L3.- Hướng Bắc và hướng Nam.- Diện tích 95m².- Giá 1XX triệu/m².* Dãy L5.- Hướng Tây. L5.2x. L5.5X. Hàng hiếm ngoài thị trường.- Diện tích 93.8m².- View biệt thự. Dãy đẹp nhất dự án.- Hướng thuộc người Tây Tứ Mệnh (hàng hiếm).* Dãy L6.- Hướng Đông.- Diện tích 93,8m².- Giá 130 triệu/m².- View biệt thự đẹp nhất dự án.* Dãy L7.- Hướng Tây.- Diện tích 93,8m.- Giá 135 triệu/m².- View biệt thự đẹp nhất dự án.* Dãy L8.- Hướng Nam.- Diện tích 136m².- Giá 135 triệu/m².* Dãy L11.- Hướng Bắc.- Diện tích 109m².- Giá 130 triệu/m².- Lô 2 mặt thoáng đường 22,5m.* Dãy L12.- Hướng Nam.- Diện tích 107,8m².- Giá 136 triệu/m².- Gần đường 22m và 17m.* Dãy L16 Đường 13,5m.Hướng Nam.Diện tích 107m².Gía 134tr/m².* Dãy L17.- Hướng Bắc.- Diện tích 112m².- Giá 130 triệu/m².- Gần hồ Yên Sở và đường 30m.* Dãy L17.- Hướng Nam.- Diện tích 112m².- Giá 135 triệu/m².- Nhìn ra hồ Yên Sở.Giá trên đã bao gồm tất cả chi phí (chưa bao gồm xây thô).Mọi thông tin xin LH: 0977 620 ***em Thanh) hoặc 0869 608 ***em Bảo) tư vấn miễn phí 24/7.Cam kết không làm mất thời gian của khách hàng. Chuẩn căn chuẩn giá.            ",93.8 m²,Thỏa thuận,Tây,,,,24/11/2022,04/12/2022,Tin Vip đặc biệt,35717138,batdongsan_com_vn_35717138,,,Sổ đỏ/ Sổ hồng,,
"['Hà Nội.', 'Thanh Xuân', 'Phường Thượng Đình', 'Đường Nguyễn Trãi', '72A', 'Royal City']","
I: Giám đốc dự án: Mr Dũng 0961 684 ***Zalo), Mr Hoàng - phó giám đốc: 0914 374 ***. Quý khách nên gọi cả 2 số ĐT và kết bạn zalo ngay để chúng tôi gửi ảnh thực tế nhé!Tất cả các bất động sản đã có sổ đỏ vĩnh viễn và miễn phí dv 10 năm.Công ty chúng tôi còn độc quyền phân phối biệt thự Vinhomes Riverside Long Biên, biệt thự Vinhomes Mễ Trì, Vinhomes Ocean Park Gia Lâm, Vinhomes Ocean Park Hưng Yên, Metropolis Liễu Giai, Vinhomes Ba Son Sài Gòn, Vinhomes Central Park Sài Gòn.Tôi đang ở tại Royal City nên tôi tự tin mình là người tư vấn hỗ trợ cho bạn tốt nhất những vấn đề liên quan đến mua bán, cho thuê và thiết kế thi công tại chung cư Royal City.II: Chung cư Royal City 72A Nguyễn Trãi, Hà Nội:1) Tòa R1 và R2.Căn 12 - 88,3m² ban công TB, giá 4,25 tỷ.Căn 24 - 96,3m² ban công ĐB giá 4,8 tỷ cả ba phòng thoáng sáng, view bể bơi.Căn 05 - 109m² ban công ĐN giá 5,35 tỷ.Căn 08 - 114,5m² ban công TB giá 5,2 tỷ căn 2 PN siêu đẹp, 3 phòng thoáng sáng.Căn 12A - 145,2m² ban công ĐN giá 6,8 tỷ view khuôn viên.Căn 27 - 89,6m² ban công ĐB giá 4,4 tỷ ban công.Căn 18 và 20 - 124,6m² ban công chính Nam giá 5,8 tỷ.Căn 01 - 181.4m² là căn góc nên có 2 ban công ĐN và ĐB giá 10,9 tỷ, có 3 phòng ngủ (PN) thoáng sáng, 3 công trình phụ khép kín.Căn 04 và 06 - 109m² ban công TB giá 4,8 tỷ view thành phố.Căn 12B - 104.8m² ban công TB giá 4,6 tỷ.Căn 09 - 110m² ban công ĐN giá 5,3 tỷ.Căn penthouse sân vườn 430m² giá 29 tỷ.2) Tòa R3:Căn 109m² giá 5,4 tỷ - 5,9 tỷ.Căn 121m² - 123m². Giá 6,6 tỷ - 7,3 tỷ (căn 3 PN).Căn 131.4m², view quảng trường, giá 10,8 tỷ (căn 3 PN).Căn 157m² giá 10,8 tỷ. 175m² giá 14,8 tỷ. 195m² giá 16 tỷ. Cả 3 căn đều view quảng trường ban công ĐN và đều có 3 phòng ngủ.Căn 221m² căn góc vip, view quảng trường, giá 2X tỷ (căn góc 4 PN sáng).3) Tòa R4 và R5:Căn 112.4m² ban công TB giá 4.9 tỷ.Căn 131.4m² giá 6.9 tỷ (căn góc 3 PN thoáng).Căn 132m² giá 5,9 tỷ (căn 3 PN).Căn 132.3m² giá 5.7 tỷ căn góc 3 PN.Căn 137.6m² giá 7.5 tỷ (3 PN).Căn 102.1m² giá 4,4 tỷ (sửa thành 3 PN).Căn 104.9m² ban công ĐN giá 5,15 tỷ.Căn 104.9m² ban công ĐB giá 4.8 tỷ.Căn góc 133m² ban công ĐN - ĐB, đủ nội thất giá 7,1 tỷ.Căn 16 - 101.8m² ban công ĐN giá 4.45 tỷ.Căn 93m² ban công ĐB giá 4.6 tỷ. Ban công TB giá 4,1 tỷ.Căn 06 - 112.4m² ban công ĐN giá 5.4 tỷ.Căn 11, căn 16 tòa R4 cửa hướng Tây, ban công hướng Đông. DT 103m², giá 4,4 tỷ.4) Các căn tòa R6:Căn 55m² giá 2,95 tỷ (1PN).Căn 69m² giá 4,3 tỷ. 72m² giá 4,4 tỷ. 82m² giá 4,8 tỷ (2PN).Căn 94m² giá 5,6 tỷ. Căn góc chỗ giếng trời 103m² giá 6,4 tỷ. 112m² giá 6,4 tỷ (3PN).Căn góc 115m² giá từ 6,9 tỷ - 7,3 tỷ.Căn 143,5m² giá 8,2 tỷ. Căn 154,5m² giá 9,5 tỷ (4PN).Còn nhiều bất động sản vị trí đẹp giá hợp lý mà chúng tôi sẽ dành tặng riêng cho khách hàng thiện chí.Giám đốc dự án: Mr Dũng 0961 684 ***Zalo), Mr Hoàng - phó giám đốc: 0914 374 ***. Bạn nên gọi cả 2 số ĐT và kết bạn zalo ngay. Chúc quý khách luôn luôn mạnh khỏe và hạnh phúc nhé!            ",102 m²,4 tỷ,Tây - Bắc,Đông - Nam,3 phòng,3 phòng,18/11/2022,28/11/2022,Tin Vip đặc biệt,34974157,batdongsan_com_vn_34974157,,,Đã có sổ đỏ vĩnh viễn!,"Cao cấp sang trọng, điều hòa Daikin loại cao cấp, nóng lạnh đầy đủ.",
"['Hà Nội.', 'Nam Từ Liêm', 'Thị trấn Cầu Diễn', 'Đường Hàm Nghi', 'Dự án Vinhomes Gardenia']","
Bất động sản AMA Group tổng hợp các căn hộ chuyển nhượng giá rẻ tại Vinhomes Gardenia Hàm Nghi, Cầu Diễn, Nam Từ Liêm.Liên hệ: Em Nam 0942 821 *** để được hỗ trợ miễn phí, cam kết giá chuẩn không chào ảo, nhanh chóng, giao dịch an toàn, thuận lợi.List các căn hộ tại Vinhomes Gardenia:- Căn hộ 1 ngủ có diện tích từ 54 - 57m².- Căn hộ 2 ngủ có diện tích từ 78,5 - 85,7m².- Căn hộ 3 ngủ có diện tích từ 104 - 122m².- Căn hộ 4 ngủ có diện tích từ 129 - 146,8m².- Căn hộ duplex 3 ngủ có diện tích từ 98 - 102m².Các căn hộ tại dự án Vinhomes Gardenia đều có ánh sáng tự nhiên với thiết kế đột phá với hành lang mở, nhiều khe sáng và tầm nhìn thoáng rộng.Các dịch vụ tiện ích tại Vinhomes Gardenia có thể kể đến như:- Phòng khám quốc tế Vinmec.- Trường mầm non & tiểu học Vinschool.- Siêu thị Vinmart.- Bể bơi ngoài trời The Arcadia dài 50m.- Bể bơi trẻ em ngoài trời The Botanica.- Bể bơi bốn mùa trong nhà.- Sân tennis.- Hệ thống những khu vườn độc đáo: Vườn chơi cờ, vườn thú cưng, vườn thái cực quyền, vườn bốn mùa, vườn BBQ.- Đài phun nước, lều vọng cảnh.- Hệ thống dịch vụ cư dân tiêu chuẩn 5 sao.- Tiện nghi sống tiên tiến: Hầm để xe thông minh, máy phát điện dự phòng 100%.- Sân cầu lông.* Đặc biệt còn rất nhiều căn hộ hợp lý cho quý anh chị lựa chọn khi liên hệ lại với em.- Tất cả căn hộ đều đã có sổ đỏ lâu dài.- Cam kết giá rẻ nhất thị trường.- Tư vấn nhiệt tình, chính xác, chuyên nghiệp nhất.* Liên hệ tư vấn: Em Nam 0942 821 ***.            ",129 m²,Thỏa thuận,,,3 phòng,2 phòng,24/11/2022,04/12/2022,Tin Vip đặc biệt,35941484,batdongsan_com_vn_35941484,,,Sổ đỏ/ Sổ hồng,,
"['Hà Nội', 'Thanh Xuân', 'Phường Thượng Đình', 'Đường Nguyễn Trãi', '72A', 'Royal City']","
Bất động sản Bình Minh chuyên mua bán, cho thuê chung cư Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hà Nội.Để được tư vấn nhanh chính xác nhất quý khách hàng gọi ngay Mr Bình: 0944 266 ***- Giá cam kết rẻ nhất thị trường.- Tư vấn nhiệt tình chính xác nhất.- Công ty có văn phòng ngay tại Royal nên xem nhà bất kể khi nào 24/7.- Ký hợp đồng trực tiếp với chủ nhà.- Có ưu đãi cho khách hàng đặt cọc trước.- Khách mua được xem trực tiếp căn hộ, làm việc chính chủ.- Hỗ trợ tư vấn về pháp lý và thủ tục sang tên sổ đỏ trong suốt thời gian mua bán.Tòa R1 và R2.Căn hộ duplex 3 phòng ngủ 190m² giá siêu rẻ 7,3 tỷ nội thất nhà đẹp long lanh.Căn số 12 - DT 88,3m² ban công TB, giá bán 4,1 tỷ.Căn số 24 - DT 96,3m² ban công ĐB giá 4,5 tỷ cả ba phòng thoáng sáng, view bể bơi.Căn số 05 - DT 109m² ban công ĐN giá 4,8 tỷ View khuôn viên.Căn số 08 - DT 114,5m² ban công TB giá 5,1 tỷ căn 2 PN siêu đẹp, 3 phòng thoáng sáng.Căn 12A - DT 145,2m² ban công ĐN giá 5,9 tỷ View bể bơi.Căn số 27 - DT 89,6m² ban công ĐB giá 4,3 tỷ ban công view khuôn viên.Căn 18 và 20 - DT 124,6m² ban công chính Nam giá 4,9 tỷ view khuôn viên.Căn số 1 - DT 181.4m² ban công ĐN ĐB giá 9,6 tỷ căn góc, ba phòng ngủ thoáng sáng.Căn số 4 và 6 - DT 109m² ban công TB giá 4,8 tỷ view thành phố.Căn số 12B - DT 104.8m² ban công TB giá 4,7 tỷ view thành phố.Căn số 9 DT 110m² ban công ĐN giá bán 4,9 tỷ.Căn penthouse sân vườn 400m² giá thỏa thuận.Tòa R3:Căn 109m² giá 4,9 tỷ - 5,7 tỷ bao tên.Căn 121m² - 123m². Giá 5,7 tỷ - 6,3 tỷ bao tên (căn 3 phòng ngủ).Căn 131.4m², view quảng trường, giá 8,8 tỷ bao tên (căn 3 phòng ngủ).Căn 157m² - 175m² - 195m², view quảng trường, giá 9,8 tỷ - 15 tỷ bao tên (căn 3 phòng ngủ).Căn 221m² căn góc vip, view quảng trường. Giá 16 tỷ - 22 tỷ (4 phòng ngủ).Tòa R4 và R5:Căn 112.4m² ban công TB giá 4.9 tỷ bao tên.Căn 131.4m² giá 6,8 tỷ bao tên (căn góc 3 phòng ngủ thoáng).Căn 132m² giá 6,2 tỷ bao tên (căn 3 phòng ngủ).Căn 137.6m² giá 6.9 tỷ bao tên (3 phòng ngủ).Căn 102.1m² giá 4,8 tỷ bao tên (sửa thành 3 phòng ngủ).Căn 104.9m² ban công ĐN giá 5,1 tỷ.Căn góc 133m² ban công ĐN - ĐB, sổ đỏ, đủ nội thất giá 6,9 tỷ bao tên.Căn 104.9m² ban công ĐB giá 4.9 tỷ bao tên.Căn 93m² ban công ĐB giá 4,7 tỷ bao tên. Ban công TB giá 4,5 tỷ bao tên.Căn 06 112.4m² ban công ĐN giá 5,2 tỷ bao tên.Căn số 11 và căn số 16, tòa R4 cửa hướng Tây, ban công hướng Đông. Diện tích 103m², giá 4,6 tỷ.Các căn tòa R6:Căn 55m² giá 2,9 tỷ (1PN).Căn 69 - 72 - 82m² giá 3,8 - 4,4 tỷ bao tên (2PN).Căn 94 - 103 - 112m². Giá 4,9 tỷ - 5,9 tỷ (3PN).Căn góc 115m² giá 6,5 - 7,2 tỷ.Căn 143,5 - 154,5m². Giá 7,8 - 8,9 tỷ (4PN).Tất cả các căn hộ đều đã có sổ đỏ, 90% miễn phí gói dịch vụ 10 năm. Và giá có thể thay đổi 1 chút theo thị trường.Mọi thông tin chi tiết xin liên hệ Mr Bình: 0944 266 ***Quý khách vui lòng truy cập: https://batdongsanbinhminh.vn/ để biết thêm thông tin dự án.            ",190 m²,7.3 tỷ,,,4 phòng,2 phòng,24/11/2022,04/12/2022,Tin Vip đặc biệt,35665989,batdongsan_com_vn_35665989,,,Đã có sổ đỏ chính chủ.,Cơ bản hoặc sửa lại full nội thất tùy từng nhà.,
