,price,area,Hướng,Phòng ăn,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Số lầu,Chổ để xe hơi,Số phòng ngủ,Chính chủ,city,district,ward,street
14698,480000,90.0,None,0,30.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,4,0,6,0, Hà Nội, Quận Hoàn Kiếm, Phường Hàng Bài, Phố Huế
14699,450000,189.0,None,0,10.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,5,0,10,0, Hà Nội, Quận Hoàn Kiếm, Phường Hàng Bài, Đường Trần Hưng Đạo
14700,260000,90.0,None,0,8.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,8,0,12,0, Hà Nội, Quận Hoàn Kiếm, Phường Hàng Bài, Đường Trần Hưng Đạo
14701,470000,120.0,None,0,40.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,6,0,8,0, Hà Nội, Quận Thanh Xuân, Phường Nhân Chính, Đường Vũ Trọng Phụng
14702,450000,170.0,None,0,8.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,10,0, Hà Nội, Quận Hoàn Kiếm, Phường Hàng Bài, Đường Trần Hưng Đạo
14703,548000,102.0,None,0,50.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,5,0,7,0, Hà Nội, Quận Cầu Giấy, Phường Trung Hòa, Đường Trần Duy Hưng
14704,1180000,150.0,None,0,20.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,5,0,7,0, Hà Nội, Quận Hoàn Kiếm, Phường Hàng Bạc, Phố Hàng Dầu
14705,22000,40.0,None,0,2.5,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,1,0,1,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
14706,56000,75.0,None,0,2.5,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,3,0,3,0, Hà Nội, Quận Bắc Từ Liêm, Phường Cổ Nhuế 2, Đường Cổ Nhuế
14707,37500,32.0,None,1,2.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,3,0, Hà Nội, Quận Ba Đình, Phường Cống Vị, Phố Đội cấn
14708,108000,45.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,6,1,3,0, Hà Nội, Quận Cầu Giấy, Phường Mai Dịch, Đường Phạm Thận Duật
14709,49500,130.0,None,1,50.0,1,Căn hộ chung cư,Giấy tờ hợp lệ,1,1,1,3,0, Hà Nội, Quận Đống Đa, Phường Láng Hạ, Đường Nguyễn Chí Thanh
14710,500000,206.0,None,0,50.0,0,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,0,1,0,1,0, Hà Nội, Quận Cầu Giấy, Phường Quan Hoa, Đường Nguyễn Khánh Toàn
14711,45500,37.0,None,1,2.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,3,0, Hà Nội, Quận Thanh Xuân, Phường Thượng Đình, Phố Phan Đình Giót
14712,45000,34.0,None,1,2.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,3,0, Hà Nội, Quận Ba Đình, Phường Vĩnh Phúc, Đường Hoàng Hoa Thám
14713,58000,42.0,None,1,2.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,3,0, Hà Nội, Quận Ba Đình, Phường Cống Vị, Đường Bưởi
14714,40000,115.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,1,1,6,0, Hà Nội, Huyện Gia Lâm, Xã Kiêu Kỵ, Đường Kiêu Kỵ
14715,980000,200.0,None,1,12.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,9,1,8,0, Hà Nội, Quận Cầu Giấy, Phường Quan Hoa, Phố Quan Hoa
14716,1650000,620.0,None,1,12.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,8,1,8,0, Hà Nội, Quận Cầu Giấy, Phường Quan Hoa, Phố Nguyễn Đình Hoàn
14717,75000,57.0,None,1,2.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Cầu Giấy, Phường Quan Hoa, Đường Cầu Giấy
14718,110000,85.0,None,1,2.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,1,1,3,0, Hà Nội, Quận Ba Đình, Phường Vĩnh Phúc, Đường Bưởi
14719,168000,58.0,None,1,12.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,8,0, Hà Nội, Quận Cầu Giấy, Phường Mai Dịch, Đường Nguyễn Khả Trạc
14720,550000,160.0,None,1,12.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,8,1,6,0, Hà Nội, Quận Cầu Giấy, Phường Mai Dịch, Đường Nguyễn Khả Trạc
14721,23500,20.0,None,1,2.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,3,0, Hà Nội, Quận Ba Đình, Phường Cống Vị, Phố Đội cấn
14722,47500,64.0,None,1,2.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,1,3,0, Hà Nội, Quận Cầu Giấy, Phường Quan Hoa, Phố Nguyễn Đình Hoàn
14723,235000,60.0,None,1,8.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,8,0, Hà Nội, Quận Ba Đình, Phường Cống Vị, Phố Linh Lang
14724,49000,38.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,3,0, Hà Nội, Quận Ba Đình, Phường Đội Cấn, Đường Hoàng Hoa Thám
14725,53000,53.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Ba Đình, Phường Cống Vị, Phố Đội cấn
14726,29800,25.0,None,1,2.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,2,0, Hà Nội, Quận Ba Đình, Phường Cống Vị, Đường Đào Tấn
14727,240000,75.0,None,1,20.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,11,1,16,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Mỹ Đình
14728,100000,98.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 2, Đường Lê Đức Thọ
14729,100000,75.0,None,1,20.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 2, Đường Liên Cơ
14730,85000,120.0,None,1,2.5,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Mễ Trì, Đường Mễ Trì
14731,80000,125.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Mễ Trì, Đường Mễ Trì Thượng
14732,100000,75.0,None,1,10.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,4,1,5,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 2, Đường Nguyễn Đổng Chi
14733,100000,110.0,None,1,5.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,7,1,24,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Mỹ Đình
14734,305000,152.0,None,1,15.0,1,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,1,4,1,5,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Lưu Hữu Phước
14735,180000,95.0,None,1,8.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Thiên Hiền
14736,210000,110.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,8,1,21,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Mỹ Đình
14737,339000,80.0,None,1,40.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,7,1,11,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 2, Đường Ngân Hàng
14738,189000,210.0,None,1,20.0,1,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,1,4,1,7,0, Hà Nội, Quận Nam Từ Liêm, Nam Từ Liêm Phường Mỹ Đình 1, Mỹ Đình
14739,450000,210.0,None,1,15.0,1,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,1,4,1,7,0, Hà Nội, Quận Cầu Giấy, Phường Dịch Vọng, quận Cầu Giấy Phố Trần Thái Tông
14740,70000,82.0,None,1,3.5,1,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,1,None,1,None,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Đình Thôn
14741,130000,430.0,None,1,10.0,1,Nhà mặt tiền,Giấy tờ hợp lệ,1,3,1,6,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
14742,300000,148.0,None,1,10.0,1,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,1,5,1,6,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, KĐT Mỹ Đình Đường Nguyễn Cơ Thạch
14743,170000,76.0,None,1,7.0,1,"Biệt thự, nhà liền kề",None,1,4,1,4,0, Hà Nội, Quận Hà Đông, Phường Mộ Lao, Đường Nguyễn Văn Lộc
14744,110000,60.0,None,1,5.0,1,Nhà trong hẻm,None,1,5,1,4,0, Hà Nội, Quận Thanh Xuân, Phường Thượng Đình, Đường Nguyễn Trãi
14745,51000,45.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Thanh Xuân, Phường Khương Mai, Phố Nguyễn Ngọc Nại
14746,250000,95.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Cầu Giấy, Phường Nghĩa Đô, Phố Trần Quốc Hoàn
14747,210000,75.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,7,1,6,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, Phố Xã Đàn
14748,42000,38.0,None,0,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,0,3,0, Hà Nội, Quận Hà Đông, Phường Quang Trung, Đường Lê Lợi
14749,120000,60.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Thanh Xuân, Phường Khương Mai, Phố Lê Trọng Tấn
14750,130000,100.0,None,1,6.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Thanh Xuân, Phường Khương Trung, Phố Hoàng Văn Thái
14751,450000,90.0,None,1,6.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,8,1,4,0, Hà Nội, Quận Đống Đa, Phường Ô Chợ Dừa, Phố Trần Quang Diệu
14752,39500,157.0,None,1,8.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,3,1,4,0, Hà Nội, Huyện Đông Anh, Xã Bắc Hồng, TÂY HỒ Đường Bắc Thăng Long-Nội Bài
14753,39000,45.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Hoàng Văn Thụ, Đường Hoàng Mai
14754,43000,54.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,3,0, Hà Nội, Quận Hoàng Mai, Phường Thịnh Liệt, Đường Giải Phóng
14755,49000,45.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Hoàng Mai, Phường Hoàng Liệt, Đường Bằng Liệt
14756,49000,45.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Hoàng Liệt, Đường Bằng Liệt
14757,130000,70.0,None,1,5.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,6,1,6,0, Hà Nội, Quận Hoàng Mai, Phường Tân Mai, Phố Tân Mai
14758,129000,70.0,None,0,5.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,6,0,5,0, Hà Nội, Quận Hoàng Mai, Phường Tân Mai, Phố Tân Mai
14759,110000,70.0,None,0,4.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,5,0,6,0, Hà Nội, Quận Hoàng Mai, Phường Tương Mai, Đường Lương Khánh Thiện
14760,69000,48.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Tương Mai, Đường Nguyễn An Ninh
14761,36000,38.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,3,0, Hà Nội, Quận Hoàng Mai, Phường Đại Kim, Phố Đại Từ
14762,89000,68.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Thanh Xuân, Phường Phương Liệt, Phố Phan Đình Giót
14763,75000,50.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Tương Mai, Đường Nguyễn An Ninh
14764,89000,68.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,6,0, Hà Nội, Quận Thanh Xuân, Phường Phương Liệt, Phố Phan Đình Giót
14765,95000,45.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Quỳnh Mai, Phố 8/3
14766,43000,38.0,None,0,4.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,3,0, Hà Nội, Quận Hoàng Mai, Phường Đại Kim, Phố Đại Từ
14767,52000,56.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,6,0,6,0, Hà Nội, Huyện Thanh Trì, Xã Thanh Liệt, Đường Thanh Liệt
14768,75000,48.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Tương Mai, Đường Nguyễn An Ninh
14769,59000,50.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Hoàng Mai, Phường Tân Mai, Phố Tân Mai
14770,59000,50.0,None,0,4.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Tân Mai, Phố Tân Mai
14771,119000,60.0,None,0,6.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Tân Mai, Phố Tân Mai
14772,43000,38.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Tân Mai, Đường Lương Khánh Thiện
14773,32000,35.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Huyện Hoài Đức, Xã Di Trạch, Đường Văn Minh
14774,29500,43.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Huyện Hoài Đức, Xã Kim Chung, Đường Lai Xá
14775,25500,39.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Huyện Hoài Đức, Xã Di Trạch, Đường Văn Minh
14776,42000,50.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phúc Diễn, Đường Đức Diễn
14777,37500,40.0,None,1,6.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,1,3,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
14778,55000,60.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,1,3,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
14779,45000,50.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,0,3,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
14780,36000,42.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
14781,42000,43.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
14782,27500,32.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,3,0, Hà Nội, Quận Nam Từ Liêm, Phường Cầu Diễn, Đường Hồ Tùng Mậu
14783,35000,43.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Huyện Hoài Đức, Xã Vân Canh, Tỉnh Lộ 422B
14784,29500,46.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Huyện Hoài Đức, Xã Vân Canh, Đường An Trai
14785,27500,42.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Huyện Hoài Đức, Xã Kim Chung, Đường Lai Xá
14786,29500,46.0,None,1,5.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Huyện Hoài Đức, Xã Di Trạch, Đường Văn Minh
14787,53500,45.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Mỹ Đình
14788,31000,37.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 1, Đường Mỹ Đình
14789,41500,41.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,3,1,3,0, Hà Nội, Quận Nam Từ Liêm, Phường Mỹ Đình 2, Đường Lê Đức Thọ
14790,35500,40.0,None,1,4.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,4,0, Hà Nội, Quận Bắc Từ Liêm, Phường Minh Khai, Đường Phú Minh
14791,35000,48.0,None,1,3.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,4,1,6,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
14792,42000,44.0,None,1,6.0,1,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,1,5,1,4,0, Hà Nội, Quận Bắc Từ Liêm, Phường Phú Diễn, Đường Phú Diễn
14793,96000,50.0,None,0,8.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,4,0,5,0, Hà Nội, Quận Hà Đông, Phường Phúc La, Đường Yên Phúc
14794,35000,35.0,None,0,2.0,0,Nhà trong hẻm,None,0,5,0,3,0, Hà Nội, Quận Hà Đông, Phường Phúc La, Phố Xa La
14795,77000,58.0,None,0,8.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Hà Đông, Phường Yết Kiêu, Đường Trương Công Định
14796,88000,60.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,5,0, Hà Nội, Quận Hà Đông, Phường Văn Quán, Đường 19 tháng 5
14797,39000,46.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Hà Đông, Phường Hà Cầu, Đường Hà Trì
14798,65000,42.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,6,0, Hà Nội, Quận Hà Đông, Phường Hà Cầu, Đường Ngô Thì Nhậm
14799,46000,42.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hà Đông, Phường Quang Trung, Đường Bế Văn Đàn
14800,125000,63.0,None,0,20.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,3,0,4,0, Hà Nội, Quận Hà Đông, Phường Vạn Phúc, Đường Tố Hữu
14801,45000,50.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,3,0,3,0, Hà Nội, Quận Hà Đông, Phường Phúc La, Đường Yên Phúc
14802,56000,45.0,None,0,8.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Hà Đông, Phường Văn Quán, Đường Trần Phú
14803,38000,35.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,3,0, Hà Nội, Quận Hà Đông, Phường Vạn Phúc, Phố Cầu Am
14804,48000,40.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Nam Từ Liêm, Phường Trung Văn, Đường Phùng Khoang
14805,65000,50.0,None,0,10.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Hà Đông, Phường Mộ Lao, Đường Thanh Bình
14806,240000,200.0,None,0,20.0,0,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,0,3,0,5,0, Hà Nội, Quận Hà Đông, Phường Phú La, Đường Phúc La - Văn Phú
14807,99000,55.0,None,0,12.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,2,0,2,0, Hà Nội, Quận Hà Đông, Phường Hà Cầu, Đường Ngô Thì Nhậm
14808,62000,37.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hà Đông, Phường Văn Quán, Phố Văn Quán
14809,63000,39.0,None,0,6.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Hà Đông, Phường Văn Quán, Đường Trần Phú
14810,33000,40.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Hà Đông, Phường Phú La, Đường Văn Phú
14811,70000,55.0,None,0,8.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Hà Đông, Phường Nguyễn Trãi, Đường Lê Lợi
14812,88000,56.0,None,0,12.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,6,0,6,0, Hà Nội, Quận Hà Đông, Phường La Khê, Đường Giếng Sen
14813,300000,150.0,None,0,30.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,3,0,4,0, Hà Nội, Quận Hoàng Mai, Phường Hoàng Liệt,None
14814,260000,168.0,None,0,10.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,1,0,2,0, Hà Nội, Quận Tây Hồ, Phường Tứ Liên, Đường Âu Cơ
14815,16000,14.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,2,0,2,0, Hà Nội, Quận Hoàn Kiếm, Phường Hàng Trống, Phố Đường Thành
14816,1300000,430.0,None,0,30.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,5,0,18,0, Hà Nội, Quận Hai Bà Trưng, Phường Phố Huế, Đường Trần Khát Chân
14817,155000,75.0,None,0,10.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,6,0,6,0, Hà Nội, Quận Long Biên, Phường Gia Thụy, Đường Lâm Hạ
14818,54000,54.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,3,0,4,0, Hà Nội, Quận Hai Bà Trưng, Phường Thanh Lương, Phố Nguyễn Cao
14819,54000,80.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Huyện Gia Lâm, Thị trấn Trâu Quỳ, Đường Bình Minh
14820,78000,92.0,None,0,15.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,3,0,6,0, Hà Nội, Quận Long Biên, Phường Đức Giang, Đường Thanh Am
14821,80000,60.0,None,0,15.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Long Biên, Phường Đức Giang, Đường Thanh Am
14822,105000,100.0,None,0,10.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Long Biên, Phường Ngọc Thụy, Đường Ngọc Thụy
14823,250000,160.0,None,0,10.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,7,0,10,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Phố Ái Mộ
14824,390000,150.0,None,0,20.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,6,0,6,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Đường Lâm Hạ
14825,105000,140.0,None,0,15.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,1,0,3,0, Hà Nội, Quận Long Biên, Phường Ngọc Thụy, Đường Ngọc Thụy
14826,190000,110.0,None,0,30.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,4,0,6,0, Hà Nội, Quận Long Biên, Phường Đức Giang, Đường Ngô Gia Tự
14827,38000,45.0,None,0,5.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,3,0,4,0, Hà Nội, Quận Long Biên, Phường Ngọc Lâm, Đường Ngọc Lâm
14828,83000,45.0,None,0,30.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,4,0,4,0, Hà Nội, Quận Long Biên, Phường Đức Giang, Đường Ngô Gia Tự
14829,43000,35.0,None,0,7.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,3,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Phố Bồ Đề
14830,220000,200.0,None,0,30.0,0,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,0,1,0,3,0, Hà Nội, Quận Long Biên, Phường Đức Giang, Đường Ngô Gia Tự
14831,98000,45.0,None,0,15.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,6,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Đường Lâm Hạ
14832,42000,44.0,None,0,3.0,0,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,0,5,0,4,0, Hà Nội, Quận Long Biên, Phường Bồ Đề, Đường Hoàng Như Tiếp
14833,28500,33.0,None,1,10.0,1,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,1,5,1,5,0, Hà Nội, Quận Hoàng Mai, Phường Vĩnh Hưng, Đường Lĩnh Nam
