price,address,Diện tích,Mặt tiền,Lộ giới,Số tầng,Số phòng ngủ,Ngày đăng,Loại tin,id,Số toilet,Hướng
"3,95 tỷ VNĐ","Đường Định Công, Quận Hoàng Mai, Thành phố Hà Nội", 40m2,,,5.0,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509303.256978,,
5 tỷ VNĐ,Vương Thừa Vũ, 39m2,4.0,,6.0,4.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509323.2603505,,
"3,3 tỷ VNĐ","cổ nhuế, bắc từ liêm", 39m2,4.0,,4.0,4.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509324.6245768,4.0,
"4,9 tỷ VNĐ",Đầm Nấm, 31m2,,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509326.7730422,,
"2,9 tỷ VNĐ",Đường Thạch Bàn phường Thạch Bàn, 33m2,4.0,2.0,5.0,3.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509328.2238178,4.0,
,Tư Đình, 40m2,,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509333.8829305,,
12 tỷ VNĐ,Đường Ngọc Thụy phường Ngọc Thụy, 140m2,6.0,9.0,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509334.8700583,,
"2,85 tỷ VNĐ",Đường Nguyên Xá P Mnh Khai Q Bắc Từ Liêm, 38m2,,,4.0,3.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509336.3308966,,
"4,45 tỷ VNĐ",Khương Đình - Thanh Xuân, 37m2,,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509338.2335813,,
599 triệu VNĐ,Đa Tốn, 70m2,7.0,10.0,10.0,2.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509339.9907174,2.0, Đông nam
"1,43 tỷ VNĐ","Trâu Quỳ , Gia Lâm , Hà Nội", 33m2,3.0,2.0,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509341.7974179,,
"5,9 tỷ VNĐ",Ngõ Linh Lang ba đình, 43m2,4.0,2.0,5.0,4.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509343.1937423,4.0,
"4,7 tỷ VNĐ",xuan la, 40m2,3.0,3.0,5.0,5.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509344.8702562,5.0,
5 tỷ VNĐ,Đường Chu Huy Mân phường Phúc Đồng, 50m2,4.0,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509345.8984962,,
11 tỷ VNĐ,Đường Ngọc Thụy phường Long Biên, 140m2,,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509347.3317916,,
18 tỷ VNĐ,Đường Trần Cung phường Cổ Nhuế 1, 82m2,5.0,10.0,2.0,2.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509348.6677547,4.0,
"9,9 tỷ VNĐ",Đường Võ Chí Công, 66m2,,,7.0,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509350.08719,,
180 triệu VNĐ,Đường Quốc lộ 21A phường Bình Yên, 77m2,5.0,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509351.2064795,,
"3,223 tỷ VNĐ",Hồ Tùng Mậu, 40m2,,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509352.546858,,
"5,4 tỷ VNĐ",Đường Phương Liệt phường Phương Liệt, 45m2,4.0,2.0,5.0,5.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509353.647521,5.0,
"3,1 tỷ VNĐ","Cổ Nhuế, Bắc Từ Liêm", 40m2,,,4.0,4.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509354.7745073,4.0,
6 tỷ VNĐ,phường phú đô, 50m2,,,,,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446101.9548888,,
125 tỷ VNĐ,"Đường Lạc Long Quân, Nhật Tân, Tây Hồ", 194m2,26.0,50.0,7.0,,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446104.51401,7.0,
"4,5 tỷ VNĐ","Đường Đội cấn, Ngọc Hà, Ba Đình", 38m2,5.0,4.0,5.0,3.0,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446107.0238085,4.0,
"6,5 tỷ VNĐ","Đường Đình Thôn, Mỹ Đình 1, Nam Từ Liêm", 142m2,4.0,10.0,1.0,4.0,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446109.7025447,3.0,
200 triệu VNĐ,"Đường Nguyễn Khang, Trung Hòa, Cầu Giấy", 250m2,10.0,,,,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446111.4126148,,
"3,28 tỷ VNĐ","đương ngô gia tự, phường đức giang, quận long biên, hà nội", 35m2,,,5.0,3.0,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446114.507006,,
"3,28 tỷ VNĐ","đương ngô gia tự, phường đức giang, quận long biên, hà nội", 35m2,,,5.0,3.0,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446116.8529174,,
"7,4 tỷ VNĐ","Đường Thái Hà, Trung Liệt, Đống Đa", 46m2,,4.0,5.0,6.0,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446119.323207,4.0,
200 triệu VNĐ,"Đường Nguyễn Khang, Trung Hòa, Cầu Giấy", 250m2,10.0,,,,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446121.6824105,,
"13,2 tỷ VNĐ","Nhà 5 tầng tại Nghi Tàm, Tây Hồ, gara ô tô đường 2 xe tải tránh 13,2 tỷ; 0944498989", 98m2,,,,,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446123.9938767,,
"5,1 tỷ VNĐ","Đường Kim Hoa, Phương Liên, Đống Đa", 56m2,,4.0,7.0,9.0,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446127.2531219,6.0,
,TRẦM LỘNG ƯNG HÒA, 80m2,,,,,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446129.2432418,,
"2,7 tỷ VNĐ",Tân Mai, 35m2,,,,,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446131.6838448,,
"2,7 tỷ VNĐ",Tân Mai, 35m2,,,,,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446133.4676545,,
"12,5 tỷ VNĐ","Đường Hoàng Ngân, Nhân Chính, Thanh Xuân", 45m2,6.0,30.0,7.0,6.0,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446135.6484284,,
98 tỷ VNĐ,"Đường Hàng Cót, Hàng Mã, Hoàn Kiếm", 161m2,4.0,11.0,2.0,5.0,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446138.9068305,5.0,
"2,7 tỷ VNĐ","Đường Tây Mỗ, Tây Mỗ, Nam Từ Liêm", 58m2,6.0,,,,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446141.3264112,,
9 tỷ VNĐ,"đường Hoàng Mai, Quận Hoàng Mai", 71m2,9.0,,5.0,,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446145.4539704,,
9 tỷ VNĐ,"đường Hoàng Mai, Quận Hoàng Mai", 71m2,9.0,,5.0,,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446148.674922,,
"4,1 tỷ VNĐ","Đường Thụy Khuê, Bưởi, Tây Hồ", 26m2,5.0,3.0,5.0,3.0,19/11/2022,Tin thường,batdongsan_so_com_vn_1670446150.6635003,3.0,
"2,73 tỷ VNĐ",Đường Thạch Bàn phường Thạch Bàn, 39m2,5.0,2.0,5.0,4.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509374.746517,4.0,
"3,8 tỷ VNĐ","Lâm Du, Bồ Đề, Long Biên", 26m2,4.0,4.0,4.0,3.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509376.1312754,,
5 tỷ VNĐ,Tây Sơn, 38m2,3.0,,6.0,5.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509377.262125,,
"8,95 tỷ VNĐ",ngõ phố Bạch Mai, 60m2,6.0,2.0,5.0,10.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509378.7522354,10.0, Đông nam
"4,5 tỷ VNĐ",ngõ 203 Kim Ngưu, 56m2,10.0,3.0,4.0,4.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509380.3183615,3.0, Đông bắc
49 triệu VNĐ,Đường 19 phường Đông Anh, 55m2,4.0,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509381.3988018,,
"8,15 tỷ VNĐ",mặt ngõ phố Hồng Mai, 55m2,4.0,5.0,5.0,5.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509382.571185,4.0, Đông bắc
"8,8 tỷ VNĐ",Quốc lộ 32, 100m2,5.0,,4.0,5.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509383.6044376,,
"9,4 tỷ VNĐ",Đường Tỉnh Lộ 131 phường Hiền Ninh, 750m2,21.0,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509384.8700583,,
2 tỷ VNĐ,Đường 19/12 phường Chương Dương Độ, 150m2,5.0,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509386.218704,,
2 tỷ VNĐ,Đường 19/12 phường Chương Dương Độ, 150m2,5.0,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509387.690425,,
2 tỷ VNĐ,Đường 19/12 phường Chương Dương Độ, 150m2,5.0,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509389.6508403,,
"3,6 tỷ VNĐ",Đường Tân Triều phường Tân Triều, 35m2,,2.0,4.0,4.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509391.1438017,2.0,
"3,6 tỷ VNĐ",Đường Tân Triều phường Tân Triều, 35m2,,2.0,4.0,4.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509392.532498,2.0,
"3,04 tỷ VNĐ",Đường Thạch Bàn phường Thạch Bàn, 35m2,5.0,2.0,5.0,4.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509393.7689638,4.0,
55 triệu VNĐ,Đường 23 phường Đông Anh, 83m2,4.0,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509395.1174855,,
"5,5 tỷ VNĐ","Quang Trung, Hà Đông", 55m2,3.0,3.0,3.0,4.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509396.7564752,3.0,
"1,85 tỷ VNĐ","Phố Bắc Cầu, Phường Ngọc Thụy, Quận Long Biên, Hà Nội", 46m2,4.0,,1.0,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509398.0807016,,
"9,25 tỷ VNĐ",Đường Ngọc Hà phường Ngọc Hà, 45m2,,3.0,6.0,3.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509399.3646557,4.0,
"15,9 tỷ VNĐ",Đường Trung Kính phường Trung Hòa, 68m2,4.0,15.0,5.0,5.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509400.6171894,4.0,
7 tỷ VNĐ,Tây Sơn, 54m2,4.0,,4.0,5.0,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509423.2773342,,
"3,25 tỷ VNĐ","Thanh Trì, Hà Nội", 45m2,,,,,07/07/2022,Tin thường,batdongsan_so_com_vn_1670509424.533511,,
"3,65 tỷ VNĐ","Đường Kim Giang, Quận Hoàng Mai, Thành phố Hà Nội", 40m2,,,4.0,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509425.825106,,
"6,9 tỷ VNĐ","Ba Đình, Hà Nội", 75m2,4.0,,4.0,3.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509427.1940305,3.0,
"4,1 tỷ VNĐ",Văn Phú- Hà Đông, 40m2,,,5.0,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509428.2717037,,
"4,2 tỷ VNĐ",Văn La- Hà Đông, 41m2,,,5.0,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509429.378288,,
"4,2 tỷ VNĐ",Văn La- Hà Đông, 41m2,,,5.0,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509430.4813795,,
"4,1 tỷ VNĐ",Văn Phú- Hà Đông, 40m2,,,5.0,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509431.66355,,
10 tỷ VNĐ,Đường Tây Sơn phường Ngã Tư Sở, 45m2,4.0,6.0,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509432.8536086,5.0,
5 tỷ VNĐ,Thịnh Quang, 38m2,4.0,,6.0,5.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509434.1061,,
"3,2 tỷ VNĐ","trần cung, cổ nhuế 1, bắc từ liêm", 41m2,,,4.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509435.4627736,4.0,
"1,9 tỷ VNĐ",ngõ 203 Kim Ngưu, 55m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509436.6206775,,
"13,3 tỷ VNĐ",KĐT Văn Khê, 83m2,5.0,10.0,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509438.1562548,4.0,
5 tỷ VNĐ,40, 40m2,4.0,,6.0,5.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509441.8163157,,
,Đường Hoàng Quốc Việt phường Nghĩa Đô, 97m2,5.0,3.0,1.0,2.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509443.0580819,1.0,
,Đường Hoàng Quốc Việt phường Nghĩa Đô, 97m2,5.0,3.0,1.0,2.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509444.1472905,1.0,
3 tỷ VNĐ,Đường nguyễn văn linh phường phúc đồng, 34m2,,3.0,5.0,3.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509445.6457953,,
4 tỷ VNĐ,Đường Nguyễn Văn Cừ phường Gia Thụy, 34m2,,3.0,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509446.752098,4.0,
"5,5 tỷ VNĐ",Đường 19 tháng 5 phường Văn Quán, 40m2,4.0,10.0,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509447.863641,4.0,
"11,7 tỷ VNĐ",Hoàng Văn Thái, 45m2,4.0,8.0,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509448.979203,4.0,
"3,223 tỷ VNĐ",Trần Bình, 40m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509469.9616015,,
"7,5 tỷ VNĐ",trần phú, 50m2,4.0,,4.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509471.2092702,3.0,
14 tỷ VNĐ,"Văn Khê, Hà Đông, Hà Nội.", 82m2,5.0,40.0,4.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509472.1443071,,
"4,125 tỷ VNĐ",Đường Lê Hữu Tựu phường Nguyên Khê, 75m2,5.0,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509477.278104,,
"7,8 tỷ VNĐ",Đường Thái Hà phường Trung Liệt, 71m2,5.0,5.0,3.0,5.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509478.1123817,5.0,
4 tỷ VNĐ,Đường Tân Mai phường Tân Mai, 45m2,5.0,2.0,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509479.239523,4.0,
"10,92 tỷ VNĐ",Đường 23B phường Tiên Dương, 195m2,10.0,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509481.1696138,,
"7,6 tỷ VNĐ",phường Khương Đình, 52m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509482.2862127,,
"3,4 tỷ VNĐ","Việt Hưng, Long Biên, Hà Nội", 50m2,4.0,4.0,4.0,3.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509483.2564802,,
"1,8 tỷ VNĐ",Đường Vũ Lăng phường Tứ Hiệp, 70m2,7.0,10.0,16.0,2.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509485.0925684,2.0,
4 tỷ VNĐ,Hạ Đình, 35m2,4.0,,5.0,5.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509486.4079099,,
"2,9 tỷ VNĐ",đông ngạc, 32m2,5.0,5.0,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509487.727279,,
"2,1 tỷ VNĐ",the pride tố hữu hà đông, 88m2,,,10.0,2.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509489.3130455,2.0, Tây bắc
12 tỷ VNĐ,"Xuân La, Tây Hồ, Hà Nội", 60m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509490.637059,,
"4,45 tỷ VNĐ",Minh Khai, 38m2,4.0,4.0,5.0,3.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509491.7774599,4.0,
"6,4 tỷ VNĐ","Xuân La, Tây Hồ, Hà Nội", 60m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509492.8970096,,
4 tỷ VNĐ,Thượng Đình, 35m2,,,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509493.9904566,,
"4,4 tỷ VNĐ","Ngoại Giao Đoàn, Xuân Tảo, Bắc Từ Liêm", 104m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509495.1190248,,
"5,6 tỷ VNĐ",Kẻ Tạnh, 56m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509496.168938,,
"3,95 tỷ VNĐ",Đại La, 30m2,,,5.0,3.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509497.1787481,4.0,
"4,52 tỷ VNĐ",460 Khương Đình – Thanh Xuân, 39m2,,,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509519.2195084,4.0,
"6,5 tỷ VNĐ",Ngõ Phùng Chí Kiên, 36m2,4.0,2.0,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509520.6725886,4.0, Nam
6 tỷ VNĐ,Đường Tây mỗ, 56m2,4.0,,5.0,5.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509521.8858292,4.0, Bắc
"7,5 tỷ VNĐ","Nhà phân lô phố Lạc Trung, 52.7m2 x 6 tầng, Ô TÔ VÀO NHÀ- GIÁ RẺ BẤT NGỜ - 094 567 6597", 52m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509523.9641418,,
"5,5 tỷ VNĐ",trần cung, 50m2,5.0,5.0,5.0,9.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509525.1242585,9.0,
3 tỷ VNĐ,Đường Mậu Lương phường Kiến Hưng, 40m2,4.0,3.0,4.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509526.1361055,3.0,
"10,5 tỷ VNĐ",Đường Lâm Hạ phường Gia Thụy, 83m2,5.0,7.0,5.0,5.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509527.370346,,
3 tỷ VNĐ,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội", 35m2,,,4.0,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509529.3905988,,
"1,8 tỷ VNĐ",Đường Biên Giang phường Biên Giang, 33m2,4.0,8.0,1.0,1.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509530.678987,1.0,
6 tỷ VNĐ,"Khương Trung, thanh Xuân, Hà Nội", 52m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509531.788052,,
999 triệu VNĐ,Đường 420 xã Bình Yên, 100m2,4.0,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509532.8285239,,
3 tỷ VNĐ,K2 Cầu DIễn Nam Từ Liêm Hà Nội, 80m2,,,,2.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509534.5897741,2.0, Đông nam
"3,9 tỷ VNĐ","Bán nhà tầng 1, ngõ 106 Minh Khai, Hai Bà Trưng, 0983862828", 47m2,,,,,04/07/2022,Tin thường,batdongsan_so_com_vn_1670509535.6280026,,
885 triệu VNĐ,Đường Đường 131 phường Quang Tiến, 59m2,4.0,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509537.213787,,
"7,15 tỷ VNĐ",Tư Đình, 55m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509539.0582123,,
"2,1 tỷ VNĐ",Lâm Du, 27m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509540.6001797,,
"1,5 tỷ VNĐ",Đường Sài Đồng phường Sài Đồng, 60m2,,10.0,10.0,2.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509541.8566322,2.0,
"6,5 tỷ VNĐ",trần phú, 40m2,4.0,,5.0,3.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509542.9590979,4.0,
"1,8 tỷ VNĐ",Đường 19 tháng 5 phường Yên Nghĩa, 33m2,4.0,3.0,2.0,2.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509544.6002707,2.0,
"12,3456 tỷ VNĐ",Xuân Thủy, 60m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509548.6123333,,
"11,345 tỷ VNĐ",Khu đô thị Văn Khê - Hà Đông, 90m2,5.0,,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509569.66729,4.0,
"2,9 tỷ VNĐ",Đường Hữu Hòa phường Hữu Hòa, 50m2,5.0,3.0,4.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509571.127947,5.0,
"6,7 tỷ VNĐ",trương định, 72m2,,,,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509572.5154395,,
"4,5 tỷ VNĐ",Đường Phùng Hưng phường Biên Giang, 36m2,,1.0,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509573.6154008,4.0,
"4,2 tỷ VNĐ",Đường Bế Văn Đàn phường Quang Trung, 55m2,5.0,10.0,5.0,5.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509574.9083068,4.0,
"3,25 tỷ VNĐ",Đường Tây Tựu phường Tây Tựu, 37m2,3.0,1.0,5.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509576.4491231,4.0,
12 tỷ VNĐ,Nguyễn Đổng Chi, 75m2,4.0,,3.0,3.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509577.8763604,,
"3,4 tỷ VNĐ","Ngô Gia Tự, Long Biên. Hà Nội", 50m2,4.0,,4.0,3.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509579.3635511,,
"34,5 tỷ VNĐ",Đường Cầu Giấy phường Dịch Vọng, 108m2,8.0,7.0,7.0,15.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509580.821245,15.0,
"21,7 tỷ VNĐ",Đường Hoàng Hoa Thám phường Vĩnh Phúc, 132m2,4.0,7.0,6.0,6.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509584.7333732,6.0,
"3,2 tỷ VNĐ",Phố Đa Sỹ, 35m2,,,4.0,,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509585.9920442,,
"6,5 tỷ VNĐ",Đường Qunang Trung phường Quang Trung, 35m2,4.0,15.0,4.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509587.2352057,4.0,
"11,6 tỷ VNĐ",Đường Trần Quốc Hoàn phường Dịch Vọng Hậu, 50m2,5.0,1.0,5.0,5.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509589.1109312,,
"10,5 tỷ VNĐ",Xuân Phương, 80m2,4.0,,5.0,6.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509590.5187473,,
"10,9 tỷ VNĐ",Đường Vũ Trọng Khánh phường Mộ Lao, 58m2,4.0,10.0,6.0,7.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509591.8556929,8.0,
11 tỷ VNĐ,Đường Vũ Trọng Khánh phường Mộ Lao, 60m2,4.0,10.0,6.0,7.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509593.4135094,8.0,
"2,4 tỷ VNĐ",Tô Hiệu - Hà Đông, 23m2,3.0,,3.0,3.0,03/07/2022,Tin thường,batdongsan_so_com_vn_1670509594.7220178,1.0,
"76,5 tỷ VNĐ",Đường Phạm Văn Đồng phường Mai Dịch, 55m2,4.0,4.0,5.0,6.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509595.821253,4.0,
"2,35 tỷ VNĐ",ĐƯỜNG NGHĨA BÌNH, 38m2,,,4.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509596.9144576,3.0,
,Phố Hoàng Hoa Thám, 29m2,,,5.0,,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509598.2460165,,
"3,2 tỷ VNĐ",Đường Hoàng Như Tiếp phường Bồ Đề, 32m2,4.0,2.0,4.0,3.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509622.2404444,3.0,
600 ngàn VNĐ,Đường Kim Mã phường Cống Vị, 44m2,4.0,1.0,4.0,4.0,06/07/2022,Tin thường,batdongsan_so_com_vn_1670509623.565893,3.0,
"3,8 tỷ VNĐ",Đường Đa Sĩ phường Kiến Hưng, 30m2,6.0,3.0,5.0,3.0,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509625.286421,3.0,
3 tỷ VNĐ,"Long Biên, Hà Nội", 40m2,3.0,,5.0,3.0,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509627.147865,4.0,
"10,4 tỷ VNĐ",Lê Hồng Phong- Hà Đông, 60m2,,,5.0,,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509628.8247883,,
"10,4 tỷ VNĐ",Nguyễn Văn Trỗi- Hà Đông, 60m2,,,5.0,,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509630.436456,,
"10,4 tỷ VNĐ",Nguyễn Văn Trỗi- Hà Đông, 60m2,,,5.0,,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509631.8454602,,
"10,4 tỷ VNĐ",Lê Hồng Phong- Hà Đông, 60m2,,,5.0,,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509633.1685545,,
"12,5 tỷ VNĐ","Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội", 70m2,,,4.0,5.0,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509634.9364412,,
"12,5 tỷ VNĐ","hoàng cầu, ô chợ dừa, đống đa", 64m2,4.0,,5.0,5.0,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509636.5018594,5.0, Bắc
"4,89 tỷ VNĐ",Đường Quang Trung phường Quang Trung, 42m2,5.0,20.0,5.0,5.0,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509637.9678729,4.0,
"4,5 tỷ VNĐ","Cổ Linh, Long Biên, Hà Nội", 42m2,4.0,4.0,5.0,4.0,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509639.2030523,,
31 triệu VNĐ/m2,"xuân đỉnh, bắc từ liêm, hà nội", 67m2,,,,2.0,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509640.6499708,2.0, Bắc
999 triệu VNĐ,"Khương Đình, Hạ Đình", 50m2,,,,2.0,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509641.8234255,,
4 tỷ VNĐ,"Phố Kim Giang, Quận Hoàng Mai, Thành phố Hà Nội", 40m2,,,5.0,,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509643.4509847,,
"1,75 tỷ VNĐ","Phường Yên Nghĩa, quận Hà Đông, Hà Nội", 33m2,,,,,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509644.5340545,,
"1,45 tỷ VNĐ","Giáp Nhất, Nhân Chính", 70m2,,,,3.0,05/07/2022,Tin thường,batdongsan_so_com_vn_1670509645.7557266,2.0,
