price,area,address,Mã tin,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
 7.5 tỷ , 55 m, Phố Tân Mai. Phường Tương Mai. Quận Hoàng Mai. Hà Nội,11991480,Đông,,Cần bán,4m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,4m,5,,12m,4,---
 21.5 tỷ , 122 m, Đường Tân Triều. Xã Tân Triều. Huyện Thanh Trì. Hà Nội,11994975,Đông,,Cần bán,25m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,9m,---,,15m,---,---
 2.5 tỷ , 65 m, Đường Bắc Thăng Long-Hải Bối. Xã Hải Bối. Huyện Đông Anh. Hà Nội,12011205,Đông,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,6m,1,,18m,1,---
 43 tỷ , 90 m, Phố Hàng Bông. Phường Hàng Bông. Quận Hoàn Kiếm. Hà Nội,12005332,_,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,5m,4,,25m,4,---
 3.3 tỷ , 33 m, Đường Vạn Kiếp. Phường Cầu Dền. Quận Hai Bà Trưng. Hà Nội,12003539,Đông Bắc,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,,11m,2,---
 44 tỷ , 88 m, Phố Tông Đản. Phường Hàng Đào. Quận Hoàn Kiếm. Hà Nội,12004368,_,,Cần bán,8m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,5m,4,,18m,4,---
 2.1 tỷ , 50 m, Đường Quỳnh Đô. Xã Vĩnh Quỳnh. Huyện Thanh Trì. Hà Nội,12039751,Đông Nam,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5mm",---,---,11m,---,---
 1.68 tỷ , 47 m, Đường Vĩnh Quỳnh. Xã Vĩnh Quỳnh. Huyện Thanh Trì. Hà Nội,12039860,Đông Nam,,Cần bán,2m,,Nhà trong hẻm,Giấy tờ hợp lệ,---,4m,2,,12m,2,---
 13 tỷ , 45 m, Phố Vọng. Phường Đồng Tâm. Quận Hai Bà Trưng. Hà Nội,12022279,Đông,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"4,5m",4,---,10m,3,---
 1.95 tỷ , 50 m, Đường Vĩnh Quỳnh. Xã Vĩnh Quỳnh. Huyện Thanh Trì. Hà Nội,12067346,Đông,---,Cần bán,5m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,4m,---,---,15m,---,---
 16 tỷ , 68 m, Đường Hoàng Mai. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,12071949,Đông,,Cần bán,10m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,5m,8,,12m,6,---
 25 tỷ , 95 m, Phố Hồng Mai. Phường Quỳnh Mai. Quận Hai Bà Trưng. Hà Nội,12072079,Đông,,Cần bán,13m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,6m,4,,17m,4,---
 26 tỷ , 110 m, Phố Phan Đình Giót. Phường Phương Liệt. Quận Thanh Xuân. Hà Nội,12082407,Đông,,Cần bán,8m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,5m",9,,20m,21,---
 158 tỷ , 270 m, Phố Phan Chu Trinh. Phường Hàng Bài. Quận Hoàn Kiếm. Hà Nội,12088835,_,,Cần bán,25m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,10m,9,,25m,20,---
 14 tỷ , 170 m, Đường Kim Giang. Phường Đại Kim. Quận Hoàng Mai. Hà Nội,12088800,Nam,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"9,5m",4,,18m,4,---
 4.3 tỷ , 55 m, Đường Thạch Cầu. Phường Long Biên. Quận Long Biên. Hà Nội,12155586,Đông,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,8m",3,,16m,2,---
 6.3 tỷ , 100 m, Đường Đa Tốn. Xã Đa Tốn. Huyện Gia Lâm. Hà Nội,12177603,Đông Nam,,Cần bán,13m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,20m,2,,5m,2,---
 550 triệu , 32 m, Phố Xã Đàn. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,7985311,_,,Cần bán,---,,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,,---,6,,---,2,---
 3.6 tỷ , 38 m, Đường Vĩnh Hưng. Phường Vĩnh Hưng. Quận Hoàng Mai. Hà Nội,10072649,_,---,Cần bán,5m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,5,---,---,6,---
 7 tỷ , 40 m, Đường Yên Lãng. Phường Thịnh Quang. Quận Đống Đa. Hà Nội,7910856,_,,Cần bán,6m,,Nhà trong hẻm,---,,---,5,,---,6,---
 20.5 tỷ , 108 m, Phố Xã Đàn. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,11036092,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,6m",5,---,---,5,---
 20 tỷ , 96 m, Phố Nguyễn Khuyến. Phường Văn Miếu. Quận Đống Đa. Hà Nội,11217607,_,,Cần bán,7m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"5,2m",4,---,---,4,---
 10.2 tỷ , 33 m, Phố Đông Các. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,11239071,_,,Cần bán,8m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"3,6m",5,---,---,3,---
 7.2 tỷ , 52 m, Đường Thịnh Quang. Phường Ngã Tư Sở. Quận Đống Đa. Hà Nội,12028461,_,---,Cần bán,3m,---,Nhà trong hẻm,---,---,"4,3m",4,---,---,5,---
 8.5 tỷ , 50 m, Phố Trung Kính. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11387888,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,6,---,---,6,---
 47 tỷ , 200 m, Phố Trần Thái Tông. Phường Dịch Vọng. Quận Cầu Giấy. Hà Nội,11343596,_,,Cần bán,10m,,"Biệt thự, nhà liền kề",---,,10m,4,,---,5,---
 47 tỷ , 200 m, Phố Trần Thái Tông. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11341433,_,,Cần bán,8m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,10m,4,,---,55,---
 14.5 tỷ , 35 m, Phố Tây Sơn. Phường Thịnh Quang. Quận Đống Đa. Hà Nội,11154634,_,,Cần bán,8m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"6,6m",6,---,---,3,---
 5.3 tỷ , 42 m, Đường Hoàng Mai. Phường Tương Mai. Quận Hoàng Mai. Hà Nội,11833124,_,---,Cần bán,5m,---,Nhà trong hẻm,---,---,4m,4,---,---,4,---
 10.5 tỷ , 60 m, Phố Xa La. Phường Văn Quán. Quận Hà Đông. Hà Nội,11973761,_,---,Cần bán,7m,---,Nhà mặt tiền,---,---,4m,5,---,---,6,---
 24.8 tỷ , 73 m, Phố Trần Quang Diệu. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,11059963,_,,Cần bán,"3,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,4m",8,,---,6,---
 8.5 tỷ , 52 m, Đường Ngô Thì Nhậm. Phường Quang Trung. Quận Hà Đông. Hà Nội,11981840,_,---,Cần bán,10m,---,"Đất nền, liền kề, đất dự án",---,---,"5,2m",1,---,---,1,---
 4.8 tỷ , 41 m, Đường Khương Đình. Phường Khương Đình. Quận Thanh Xuân. Hà Nội,12107397,_,---,Cần bán,3m,---,Nhà trong hẻm,---,---,4m,6,---,---,6,---
 19.6 tỷ , 72 m, Phố Thái Hà. Phường Láng Hạ. Quận Đống Đa. Hà Nội,11039736,_,,Cần bán,"3,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"5,5m",5,,---,5,---
 13 tỷ , 66 m, Phố Hoàng Cầu. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,11087264,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,5m",5,,---,5,---
 15 tỷ , 58 m, Phố Trần Quang Diệu. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,10984815,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"5,2m",5,---,---,4,---
 8.8 tỷ , 60 m, Phố Hoàng Cầu. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,10550796,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"6,5m",5,---,---,4,---
 21 tỷ , 54 m, Phố Trần Quang Diệu. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,11068299,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,3m",7,---,---,6,---
 11.2 tỷ , 30 m, Phố Tây Sơn. Phường Quang Trung. Quận Đống Đa. Hà Nội,10924226,_,,Cần bán,10m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"5,8m",5,---,---,3,---
 6.35 tỷ , 62 m, Đường Xuân Đỉnh. Phường Xuân Đỉnh. Quận Bắc Từ Liêm. Hà Nội,11775252,_,,Cần bán,4m,,Nhà trong hẻm,---,,---,4,---,---,4,---
 2.45 tỷ , 55 m, Đường Nam Dư. Phường Thanh Trì. Quận Hoàng Mai. Hà Nội,12184236,_,,Cần bán,2m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,---,---,3,---
 11.5 tỷ , 77 m, Đường Nguyễn Văn Huyên. Phường Quan Hoa. Quận Cầu Giấy. Hà Nội,12184118,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,6m,5,,13m,6,---
 9.1 tỷ , 53 m, Đường Nguyễn Văn Huyên. Phường Quan Hoa. Quận Cầu Giấy. Hà Nội,12184159,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,,10m,6,---
 26.285 tỷ , 73 m, Phố Lạc Trung. Phường Vĩnh Tuy. Quận Hai Bà Trưng. Hà Nội,11240012,_,---,Cần bán,12m,---,Nhà mặt tiền,---,---,---,4,---,---,4,---
 8.6 tỷ , 48 m, Phố Nguyễn Phúc Lai. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,11777517,_,---,Cần bán,5m,---,Nhà trong hẻm,---,---,---,4,---,---,4,---
 8.9 tỷ , 50 m, Phố Hoàng Văn Thái. Phường Khương Mai. Quận Thanh Xuân. Hà Nội,12170564,_,---,Cần bán,6m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,6m,8,---,---,6,---
 3.05 tỷ , 30 m, Phố Đốc Ngữ. Phường Cống Vị. Quận Ba Đình. Hà Nội,12180944,_,---,Cần bán,"2,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"3,2m",---,,"9,7m",---,---
 6.99 tỷ , 52 m, Đường Yên Hòa. Phường Yên Hòa. Quận Cầu Giấy. Hà Nội,12181044,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,---,"10,4m",6,---
 9 tỷ , 63 m, Đường Lâm Hạ. Phường Bồ Đề. Quận Long Biên. Hà Nội,12179300,_,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"5,5m",5,,---,6,---
 9 tỷ , 60 m, Phố Lê Trọng Tấn. Phường Khương Mai. Quận Thanh Xuân. Hà Nội,11904060,_,---,Cần bán,6m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"4,5m",5,---,---,6,---
 6.5 tỷ , 45 m, Phố Phan Đình Giót. Phường Phương Liệt. Quận Thanh Xuân. Hà Nội,11296184,_,,Cần bán,3m,,Nhà trong hẻm,---,,"4,8m",5,,"9,5m",3,---
 4.86 tỷ , 35 m, Đường Hoàng Đạo Thành. Phường Kim Giang. Quận Thanh Xuân. Hà Nội,11655066,_,,Cần bán,4m,,Nhà trong hẻm,---,,4m,6,,9m,3,---
 12 tỷ , 62 m, Đường Hoàng Đạo Thành. Phường Kim Giang. Quận Thanh Xuân. Hà Nội,12127448,_,,Cần bán,8m,,Nhà trong hẻm,---,,"4,5m",6,,"13,7m",4,---
 10.1 tỷ , 62 m, Phố Nguyễn Quý Đức. Phường Thanh Xuân Bắc. Quận Thanh Xuân. Hà Nội,12130808,_,,Cần bán,6m,,Nhà trong hẻm,---,,"5,2m",6,,12m,6,---
 9.5 tỷ , 50 m, Đường Khương Trung. Phường Khương Trung. Quận Thanh Xuân. Hà Nội,12143147,_,,Cần bán,5m,,Nhà trong hẻm,---,,5m,6,,10m,4,---
 7.5 tỷ , 55 m, Đường Kim Giang. Phường Đại Kim. Quận Hoàng Mai. Hà Nội,12175740,_,,Cần bán,8m,,Nhà trong hẻm,---,,"5,8m",5,,"9,4m",4,---
 5.5 tỷ , 45 m, Đường  Lê Trọng Tấn. Phường Định Công. Quận Hoàng Mai. Hà Nội,12155325,_,,Cần bán,5m,,Nhà trong hẻm,---,---,5m,5,,9m,4,---
 9.5 tỷ , 50 m, Phố Vũ Tông Phan. Phường Khương Đình. Quận Thanh Xuân. Hà Nội,12155362,_,,Cần bán,5m,,Nhà trong hẻm,---,,5m,6,,10m,5,---
 4.5 tỷ , 45 m, Phố Phùng Chí Kiên. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,12182724,_,---,Cần bán,5m,---,Nhà trong hẻm,---,---,"4,5m",5,---,10m,4,---
 11 tỷ , 85 m, Đường Xuân La. Phường Xuân La. Quận Tây Hồ. Hà Nội,12072791,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,7,,22m,18,---
 28.9 tỷ , 140 m, Đường Nghĩa Tân. Phường Nghĩa Tân. Quận Cầu Giấy. Hà Nội,8607391,Đông,,Cần bán,10m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,10m,8,,14m,18,---
 27.5 tỷ , 180 m, Đường Nguyễn Trãi. Phường Văn Quán. Quận Hà Đông. Hà Nội,10223770,Tây Bắc,,Cần bán,10m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,"9,61m",3,,19m,6,---
 8.9 tỷ , 40 m, Phố Cù Chính Lan. Phường Khương Mai. Quận Thanh Xuân. Hà Nội,12183746,Bắc,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,83m",6,,"10,44m",4,---
 8 tỷ , 60 m, Đường Bằng Liệt. Phường Hoàng Liệt. Quận Hoàng Mai. Hà Nội,12183673,_,---,Cần bán,12m,---,"Đất nền, liền kề, đất dự án",Sổ hồng/ Sổ đỏ,---,12m,---,,5m,---,---
 18.9 tỷ , 60 m, Phố Hoàng Cầu. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,12178748,_,,Cần bán,7m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,6m,6,,---,5,---
 16.9 tỷ , 40 m, Phố Hoàng Cầu. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,12178753,_,,Cần bán,8m,,Nhà mặt tiền,---,,4m,5,---,---,6,---
 13.2 tỷ , 45 m, Phố Huỳnh Thúc Kháng. Phường Láng Hạ. Quận Đống Đa. Hà Nội,12182523,_,,Cần bán,8m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"4,2m",6,,---,5,---
 5.1 tỷ , 63 m, Đường Nguyễn Đức Cảnh. Phường Tương Mai. Quận Hoàng Mai. Hà Nội,11698502,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,,12m,7,---
 6.5 tỷ , 58 m, Đường Linh Đường. Phường Hoàng Liệt. Quận Hoàng Mai. Hà Nội,11475536,_,---,Cần bán,---,---,"Đất thổ cư, đất ở",---,---,---,---,---,---,---,---
 3.65 tỷ , 100 m, Xã Thạch Hòa. Huyện Thạch Thất. Hà Nội,12037465,_,---,Cần bán,---,---,"Đất thổ cư, đất ở",---,---,---,---,---,---,---,---
 8.99 tỷ , 45 m, Phố Trần Đại Nghĩa. Phường Đồng Tâm. Quận Hai Bà Trưng. Hà Nội,12183289,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"5,5m",6,,9m,3,---
 2.8 tỷ , 26 m, Đường Thổ Quan. Phường Thổ Quan. Quận Đống Đa. Hà Nội,12160622,_,---,Cần bán,2m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"4,5m",4,---,"5,78m",3,---
 5.1 tỷ , 57 m, Đường Trần Quý Cáp. Phường Văn Chương. Quận Đống Đa. Hà Nội,12154945,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,5,---,"14,25m",3,---
 6.1 tỷ , 31 m, Phố Giảng Võ. Phường Cát Linh. Quận Đống Đa. Hà Nội,12068541,_,---,Cần bán,"3,5m",---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,4,---,"6,2m",4,---
 3.38 tỷ , 25 m, Đường Lê Duẩn. Phường Nguyễn Du. Quận Hai Bà Trưng. Hà Nội,12030844,_,---,Cần bán,2m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"4,1m",4,---,"6,09m",3,---
 1.29 tỷ , 140 m, Phường Long Biên. Quận Long Biên. Hà Nội,12163963,_,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
 15.2 tỷ , 63 m, Phố Hoàng Cầu. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,12182749,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"4,2m",7,,15m,5,---
 250 triệu / m, 30 m, Phố Doãn Kế Thiện. Phường Mai Dịch. Quận Cầu Giấy. Hà Nội,12182656,_,,Cần bán,10m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,6m,3,,5m,3,---
 10.5 tỷ , 55 m, Phố Yên Lạc. Phường Vĩnh Tuy. Quận Hai Bà Trưng. Hà Nội,12020974,_,---,Cần bán,5m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,4,---,---,4,---
 23.5 tỷ , 102 m, Đường Minh Khai. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,12023619,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,6m,8,---,---,20,---
 10 tỷ , 50 m, Phố Tạ Quang Bửu. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,12064227,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,5,---,---,5,---
 6 tỷ , 45 m, Phố Lê Thanh Nghị. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,12064143,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,5,---,---,5,---
 5.5 tỷ , 50 m, Phố Lê Thanh Nghị. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,12064159,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,5,---,---,5,---
 24 tỷ , 160 m, Phố Lê Thanh Nghị. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,12064129,_,---,Cần bán,6m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,6m,6,---,---,20,---
 6.5 tỷ , 45 m, Phố Tạ Quang Bửu. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,12064283,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,5,---,---,4,---
 15 tỷ , 60 m, Phố Lê Thanh Nghị. Phường Bách Khoa. Quận Hai Bà Trưng. Hà Nội,12064426,_,---,Cần bán,5m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,7,---,---,4,---
 1.9 tỷ , 65 m, Phố Tân Mai. Phường Tân Mai. Quận Hoàng Mai. Hà Nội,12088206,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,5m,1,---,---,1,---
 6.35 tỷ , 50 m, Đường Sài Đồng. Phường Sài Đồng. Quận Long Biên. Hà Nội,10696019,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,4,,"12,5m",3,---
 15 tỷ , 67 m, Đường Lâm Hạ. Phường Bồ Đề. Quận Long Biên. Hà Nội,10711740,_,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"4,2m",6,,---,4,---
 3.6 tỷ , 36 m, Phố Bồ Đề. Phường Bồ Đề. Quận Long Biên. Hà Nội,10701256,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,4,---,---,4,---
 5.1 tỷ , 50 m, Đường Nguyễn Văn Cừ. Phường Ngọc Lâm. Quận Long Biên. Hà Nội,10734212,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,4,,"12,5m",4,---
 3.7 tỷ , 56 m, Phố Gia Thụy. Phường Gia Thụy. Quận Long Biên. Hà Nội,11997291,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,,11m,4,---
 7.4 tỷ , 110 m, Phố Gia Thụy. Phường Gia Thụy. Quận Long Biên. Hà Nội,11996504,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,6m,3,,18m,5,---
 5 tỷ , 96 m, Đường Bát Khối. Phường Long Biên. Quận Long Biên. Hà Nội,11991107,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,6m,5,,16m,5,---
 3.5 tỷ , 50 m, Đường Bát Khối. Phường Long Biên. Quận Long Biên. Hà Nội,11973953,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,,10m,4,---
 7 tỷ , 85 m, Đường Nguyễn Sơn. Phường Gia Thụy. Quận Long Biên. Hà Nội,11981876,_,,Cần bán,9m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,6m,5,,14m,5,---
 4.5 tỷ , 66 m, Đường Bát Khối. Phường Long Biên. Quận Long Biên. Hà Nội,11981358,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,6m,5,,11m,4,---
 3.6 tỷ , 46 m, Phố Hồng Tiến. Phường Bồ Đề. Quận Long Biên. Hà Nội,11982263,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,,9m,4,---
 14.5 tỷ , 150 m, Phố Ái Mộ. Phường Bồ Đề. Quận Long Biên. Hà Nội,12012434,_,,Cần bán,25m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,9m,1,,16m,5,---
 6.5 tỷ , 99 m, Đường Hoàng Như Tiếp. Phường Bồ Đề. Quận Long Biên. Hà Nội,12005533,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,,19m,5,---
 9.8 tỷ , 108 m, Đường Nguyễn Sơn. Phường Gia Thụy. Quận Long Biên. Hà Nội,12006326,_,,Cần bán,9m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,8m,4,,13m,5,---
 9.5 tỷ , 100 m, Phố Trạm. Phường Long Biên. Quận Long Biên. Hà Nội,12008297,_,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,6m,1,---,17m,1,---
 2.6 tỷ , 40 m, Đường Bắc Cầu. Phường Ngọc Thụy. Quận Long Biên. Hà Nội,12008070,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,,10m,4,---
 4.95 tỷ , 60 m, Đường Nguyễn Sơn. Phường Gia Thụy. Quận Long Biên. Hà Nội,12006734,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,6m,5,,10m,4,---
 4.4 tỷ , 59 m, Phố Ái Mộ. Phường Bồ Đề. Quận Long Biên. Hà Nội,12014043,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,,11m,4,---
 11.8 tỷ , 92 m, Phố Hồng Tiến. Phường Bồ Đề. Quận Long Biên. Hà Nội,12013545,_,,Cần bán,9m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,5m,5,,18m,6,---
 7.25 tỷ , 81 m, Phố Hồng Tiến. Phường Bồ Đề. Quận Long Biên. Hà Nội,12014662,_,,Cần bán,6m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,5m,5,,16m,5,---
 5.6 tỷ , 65 m, Phố Hồng Tiến. Phường Bồ Đề. Quận Long Biên. Hà Nội,12015140,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,,13m,4,---
 4.9 tỷ , 61 m, Phố Trạm. Phường Long Biên. Quận Long Biên. Hà Nội,12020177,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,6m,5,,10m,4,---
 3.9 tỷ , 62 m, Phố Trạm. Phường Long Biên. Quận Long Biên. Hà Nội,12023695,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,2,,12m,2,---
 15.5 tỷ , 182 m, Phố Gia Thụy. Phường Gia Thụy. Quận Long Biên. Hà Nội,12022170,_,---,Cần bán,5m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,11m,1,---,"16,5m",1,---
 4 tỷ , 51 m, Đường Giảng Võ. Phường Kim Mã. Quận Ba Đình. Hà Nội,12110844,_,,Cần bán,7m,,"Shop, kiot, quán",Sổ hồng/ Sổ đỏ,,4m,2,,---,2,---
 13.5 tỷ , 148 m, Đường Xuân La. Phường Xuân La. Quận Tây Hồ. Hà Nội,12164447,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,6m,3,,---,3,---
 5.9 tỷ , 50 m, Đường Phúc Diễn. Phường Cầu Diễn. Quận Nam Từ Liêm. Hà Nội,12164471,_,,Cần bán,8m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,"5,6m",2,,---,2,---
 4.3 tỷ , 30 m, Phố Võng Thị. Phường Bưởi. Quận Tây Hồ. Hà Nội,12172601,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,,---,3,---
 7 tỷ , 40 m, Đường Lạc Long Quân. Phường Xuân La. Quận Tây Hồ. Hà Nội,12148646,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,4,,---,4,---
 2.6 tỷ , 30 m, Đường Lê Văn Hiến. Phường Đức Thắng. Quận Bắc Từ Liêm. Hà Nội,12149029,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,1,,---,2,---
 7 tỷ , 35 m, Phố Trần Quốc Hoàn. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,12152854,_,,Cần bán,6m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,5m",6,,---,3,---
