Title,Price,Area,Address,Gen_descrip,Loại hình,Ngày đăng,Ngày hết hạn,Loại tin,ID tin,Số phòng ngủ,Kệ TV,Tủ trang trí,Bàn ghế P.khách,Bình nóng lạnh,Bồn tắm,Vòi hoa sen,Bồn cầu,Bồn rửa mặt,Tình trạng pháp lý,Đường vào,Mặt tiền,Hướng nhà,Số tầng,Nội thất,Máy hút mùi,Tủ bếp,Bàn ăn,Giường ngủ,Bàn phấn,Tủ quần áo,Hướng ban công,Căn góc,Chiều sâu,Đã bao gồm thuế?,Chính chủ hay không?,Sofa phòng khách,Bàn trà,Đệm,Trần thả
"Cần bán gấp bán nhanh nhà sổ riêng 5 tầng, 40 m2 tại Đường Võng Thị - Tây Hồ, giá 5.85 tỷ","
5,85
Tỷ ","
40
m2
","['Hà Nội', 'Quận Tây Hồ', 'Bán Nhà riêng tại Đường Võng Thị']","
Bán nhà Võng Thị, Thụy Khuê, Bưởi, Tây Hồ. DT 40m2 xây 5 tầng mới tinh, thiết kế phong cách Châu Âu sang trọng, chắc chắn.- Tầng 1:  p.khách, gian bếp, vệ sinh.- Tầng 2,3,4: Thiết kế mỗi tầng 1 PN, vệ sinh rộng.- Tầng 5: Phòng thờ, sân phơi.Nhà đc thiết kế, trang trí cẩn thận tỉ mỉ từng chi tiết, nhiều ánh sáng tự nhiên, ban công cực thoáng.Vị trí: Nhà gần phố Võng Thị, ngõ thông sang Thụy Khuê. Giao thông đi lại thuận tiện, cách Hồ Tây vài ph đi bộ. Gần trường mẫu giáo Bình Minh, trường Tiểu học,2 Đông Thái, cấp 3 Đông Đô, khu vực dân trí cao, an ninh đảm bảo, hàng xóm thân thiện.Bìa đỏ chính chủ, giá 5.85 tỉ (có thỏa thuận).
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán nhanh căn hộ Vinhomes Smart City, 2 phòng ngủ, 64 m2, giá 2.8 tỷ tại Quận Nam Từ Liêm","
2,8
Tỷ ","
64
m2
",['Bán Căn hộ chung cư  Vinhomes Smart City'],"
Căn hộ góc tầng 25, Phân khu The Miami GS3, toà duy nhất có gói Smart Home. Nhà mới nhận chưa sử dụng. Bao thuế phí hỗ trợ cho người mua nhiệt tình đặt cọc.Chiều cao: 38 tầng, 1 tầng hầm.Mật độ: 19 căn/sàn,Thang máy: 6 thang máy hiện đại, 2 thang thoát hiểmNội thất bàn giao chủ đầu tư: Thiết bị vệ sinh đầy đủ, trần thạch cao, sàn gạch cho pk, sàn gỗ PN, điều hòa Multi hai chiều cho các phòng, hệ thống điện đầy đủ, hệ thống Smart Home.  
",Căn hộ, 25/11/2022,25/12/2022,Bán,2041556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán nhanh chung cư Vinhomes Smart City, 2 phòng ngủ, 56 m2, giá 2.6 tỷ tại Quận Nam Từ Liêm","
2,6
Tỷ ","
56
m2
",['Bán Căn hộ chung cư  Vinhomes Smart City'],"
Tôi cần bán nhanh chung cư tại Trung Hòa - Cầu Giấy phù hợp với gia đình nhỏ, đi làm ở Trung tâm- Căn hộ căn hộ ban công hướng Đông Nam- DT 56m2- Thiết kế 2 ngủ 1 vệ sinh.- Xung quanh đầy đủ tiện ích : Trường học quốc tế, trường học công nổi tiếng, công viên cây xanh, TTTM, hàng ăn, coffee....Rất tiện đi làm ở Thanh Xuân, Cầu giấy , Đống Đa, ngã 4 Sở, Tây Hồ,.... di chuyển chỉ mất 5-10p- Bìa đỏ chính chủ, sẵn sàng giao dịchLH ngay để thỏa thuận giá  
",Căn hộ, 25/11/2022,25/12/2022,Bán,2041553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bán gấp căn nhà 5 tầng, 34 m2, mặt tiền 4m tại Đường 21B - Phú Lương - Hà Đông, giá 2.1 tỷ","
2,1
Tỷ ","
34
m2
","['Hà Nội', 'Quận Hà Đông', 'Bán Nhà riêng tại Đường 21B']","
Bác tôi chính chủ nhờ bán nhà xây mới ở Phú Lương - Hà Đông, giá chỉ 2,1 tỉ.S: 5T x 34m2, không mua nhà này thì nhà nào nữa, xung quanh nhà ngập tràn tiện ích từ trường mầm non đến cấp 3.ĐH Đại Nam ngay đấy, Chợ Bắc Lãm sát vách.Vài bước chân ra đến 21B, vành Đai 4 sắp thi công.Cam kết 100 phần trăm ảnh thật.Kỹ thuật ngôi nhà:- Tầng 1:  p.khách + bếp + chỗ để xe.- Tầng 2 + 3: PN +  phòng vệ sinh.- Tầng 4 + 5: Ngủ + Phòng thờ + giặt + sân phơi.Giá có thỏa thuận.Bao phí bìa đỏ.
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán gấp căn nhà đẹp 5 tầng, 35 m2 tại Phố Xốm - Phú Lãm - Hà Đông - Hà Nội, giá 2.15 tỷ","
2,15
Tỷ ","
35
m2
","['Hà Nội', 'Quận Hà Đông', 'Bán Nhà riêng tại Phố Xốm']","
Vị trí nhà:- Nhà thuộc tổ 7 Phú Lãm - Hà Đông, vị trí trung tâm Ba La cách ĐH Đại Nam ~ 800m, Cách cây Xăng Xốm 400m - gần Khu đấu giá dịch vụ Phú Lương thuộc khu tăng giá mạnh, tiện ích xung quanh đầy đủ gần bãi gửi xe oto, trường học, chợ, siêu thị, nhà hàng, các trường DH, cao đẳng sầm uất.- Ngõ: Ba gác tránh xe máy - Cách một nhà ra QL21B.Chi tiết Nhà:- DT: 35 mét vuông, sổ vuông.- Nhà xây 5 tầng: 3 PN + 1 phòng thờ, sân phơi.- Nội thất: nội thất đầy đủ cơ bản gồm tủ bếp gỗ xoan, cầu thang gỗ, sàn gỗ, thiết bị vệ sinh nhập khẩu, thiết bị đèn led, đèn điện đầy đủ,Pháp lí nhà:- Pháp lí rõ ràng, SĐCC không tranh chấp quy hoạch.- Hỗ trợ vay vốn NH lên tới 70 phần trăm.- Giá: 2,15 tỉ.( Bao phí sang tên )
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán gấp nhà riêng sổ đỏ 4 tầng, 40 m2, mặt tiền 4m tại Đường Trần Phú - Hà Đông, giá 4.95 tỷ","
4,95
Tỷ ","
40
m2
","['Hà Nội', 'Quận Hà Đông', 'Bán Nhà riêng tại Đường Trần Phú']","
Phân lô cán bộ, oto đỗ cửa đường thông tứ phía, 3 bước ra phố, tiện ích vây quanh, thoáng mát trong lành, sổ chuẩn A4, Trần Phú Hà Đông 40m2 4 tầng 4,95 tỉ.Vị trí trung tâm sầm uất bậc nhất Hà Đông, khu vực víp, giao thông đi lại thuận tiện, 3 bước ra phố Trần Phú, gần nhiều trường DH lớn, trung tâm thương mại, ga tầu điện, hồ điều hoà Văn Quán. Tiện ích an sinh xã hội dân trí không phải bàn cãi.Đường thông rộng thoáng, oto dừng đỗ ngày đêm, an ninh an sinh xã hội tuyệt đỉnh.. Phù hợp vừa ở sướng vừa có thể KD văn phòng công ty...Nhà dân xây tâm huyết thiết kế 4 tầng đẹp lung linh với 4 ngủ đủ công năng.Chính chủ làm ăn có lộc nay bán để chuyển sang liên kế Mộ Lao.Bìa đỏ chính chủ sẵn sang giao dịch.L/H anh Đạt để xem nhà free!
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán nhà sổ riêng 50 m2, mặt tiền 4m tại Phường Khương Đình - Thanh Xuân - Hà Nội, giá 1.9 tỷ","
1,9
Tỷ ","
50
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Bán Nhà riêng tại Phường Khương Đình']","
Hot cần bán nhà đất ngõ oto gần sân bóng Đầm Hồng 2.- Số nhà 73, đường Tân Phú, Khương Đình, Thanh Xuân, HN.- DT đất: 50m2 - MT: 4,1m.- Gần tiện ích: Hồ điều hoà, sân bóng.- Hiện đang cần bán ngay, giá siêu mềm cho khách chỉ 1,9tỉ.Liên hệ ngay. 
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán nhà Quang Trung 31m2 mặt tiền 5m - ngõ xe 3 gác - cách QL 6 tầm 30m - giá chỉ 2,65 tỷ có TL","
2,65
Tỷ ","
31
m2
","['Hà Nội', 'Quận Hà Đông', 'Bán Nhà riêng tại Đường Quốc lộ 6']","
DT 31m2, 3 tầng.MT rộng 5,5m.- Nhà nằm mặt ngõ, ngõ 3 gác phi ầm ầm.- Cách ql6 hiện tại 70m, sau quy hoạch cách 50m.- Ngôi nhà phố khủng, nở hậu.- Thiết kế cơ bản gồm: P. Khách + bếp + 3 P. Ngủ + 2vs + P. Thờ + sân phơi.- Cách BX Yên Nghĩa 500m, trung tâm hà đông 2 kilomet.- Chợ dân sinh, trường học, siêu thị cách 5p xe máy.- Khu phố văn minh, an ninh thì an toàn tuyệt đối.- Bìa đỏ chính chủ, phong thủy tốt.- Giá chỉ có 2,65 tỉ rẻ hơn so với khu vực.
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bán nhà riêng 6 tầng, 18 m2 tại Đường Chiến Thắng - Văn Quán - Hà Đông - Hà Nội, giá 1.87 tỷ","
1,87
Tỷ ","
18
m2
","['Hà Nội', 'Quận Hà Đông', 'Bán Nhà riêng tại Đường Chiến Thắng']","
Mua ngôi nhà to đẹp hơn tôi cần bán nhanh ngôi nhà ngõ 143 Chiến Thắng, Văn Quán, Hà Đông, TP Hà Nội.Khu phân lô dân trí cao, oto lùi tận cửa nhà.Nhà 6 tầng kiên cố về ở ngay.Bìa đỏ chính chủ.DT 18 mét vuông x 6 tầng.Giá 1 tỉ 870 tr (có thể thỏa thuận).
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán nhanh căn nhà đẹp 5 tầng, 42 m2 tại Đường Khương Đình - Thanh Xuân, giá 4.3 tỷ","
4,3
Tỷ ","
42
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Bán Nhà riêng tại Đường Khương Đình']","
CHỦ NHỜ BÁN NHANH NHÀ KHƯƠNG ĐÌNH DO CHUYỂN CÔNG TÁC ĐỘT XUẤT , CHỦ CÓ THIỆN CHÍ BÁN .NHÀ ĐẸP, MT RỘNG, ngõ tương đối rộng, NÔNG GẦN PHỐ, 42m² , GIÁ 4 tỉ 3.Nhà rất vượng khí, chủ ở rất lộc ăn nên làm ra con cái học hành thành đạt.Sổ nở hậu sẵn sàng giao dịch.LH e Thảo để đc tư vấn xem nhà free.  
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán ngay nhà riêng 6 tầng, 52 m2, mặt tiền 4m tại Đường Khương Đình - Thanh Xuân, giá 9.4 tỷ","
9,4
Tỷ ","
52
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Bán Nhà riêng tại Đường Khương Đình']","
Hoa hậu - oto vào nhà - thang máy.Mô tả:- DT 52m2 xây 6 tầng thang máy chạy êm du.- MT 4.2m.- Hướng Nam.- Thiết kế 1 tầng 1 phòng rộng.- Tiện làm KD văn phòng công ty, oto 4 chỗ vào nhà, cạnh hồ điều hoà Hạ Đình, cạnh trường Tiểu học - 2 Hạ Đình, cạnh căn hộ chung cư Fivestar Kim Giang.Call ngay Kiên.  
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán gấp căn nhà đẹp 6 tầng, 50 m2, mặt tiền 4m tại Đường Khương Đình - Thanh Xuân, giá 9.3 tỷ","
9,3
Tỷ ","
50
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Bán Nhà riêng tại Đường Khương Đình']","
- Cam kết hình ảnh nội dung chuẩn 100 phần trăm.Bán nhà Khương Đình, Thanh Xuân, gần ngã 4 Sở: Cạnh hồ Hạ Đình.- DT: 50m2, xây 6 tầng mới, thang máy.* Nhà thiết kế hiện đại, tiện nghi:+ Tầng 1: nhà để xe CHỖ ĐỂ XE,THANG MÁY, phòng vệ sinh+ Tầng 2 + 3 + 4: Mỗi tầng 1 PN rộng +  phòng vệ sinh KHÉP KÍN+ Tầng 5: pk + bếp đầy đủ+ Tầng 6 : phòng thờ + sân phơi* Vị trí: Nhà nằm trong ngõ phố Khương Đình, khu dân trí cao, an ninh đảm bảo. Gần hồ Hạ Đình, trường Tiểu học, 2 Hạ Đình. trung tâm TP thuận tiện sinh hoạt, di chuyển.* Nội thất sang trọng: Hệ thống cửa ngoài 2 lớp cuốn + kính, cửa ra vào gỗ Lim, thiết bị chiếu sáng, thiết bị vệ sinh cao cấp, tủ bếp, cầu thang tay vịn gỗ.- Bìa đỏ chính chủ.- Giá: 9.3 tỉ (có thỏa thuận).Liên lạc Hùng tư vấn xem nhà free.  
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán gấp nhà riêng sổ đỏ 6 tầng, 50 m2 tại Đường Bùi Xương Trạch - Thanh Xuân, giá 9.5 tỷ","
9,5
Tỷ ","
50
m2
","['Hà Nội', 'Quận Thanh Xuân', 'Bán Nhà riêng tại Đường Bùi Xương Trạch']","
Chính chủ bán nhà.Nhà số 79 ngõ 358 Bùi Xương Trạch thông 619 Vũ Tông Phan, oto vào nhà, thang máy, 50m2x6T KD các thể loại, MT hơn 6m, nhà đang hoàn thiện đc 85 phần trăm. Giá 9,5 tỉ có giảm.Quan tâm LH chính chủ.  
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mở bán chung cư mini Kim Ngưu – Hai Bà Trưng siêu thoáng, giá rẻ, ở ngay","
85 - 1350
Triệu ","
35 - 62
m2
","['Hà Nội', 'Quận Hai Bà Trưng', 'Bán Căn hộ chung cư tại Đường Kim Ngưu']","
Vị trí đắc địa :Tòa Nhà: Trung tâm Quận Hai Bà Trưng, gần các tuyến đường lớn, đi lại thuận tiện.Nhà đã hoàn thiện, khách mua về ở được luôn.Cách Phố Cổ, Hồ Hoàn Kiếm chỉ 1km.Gần ngay trường tiểu học Thanh Lương.Gần UBND Phường Thanh Nhàn.Gần các tuyến phố lớn: Bạch Mai, Võ Thị Sáu, Thanh Nhàn, Trần Khát Chân...Diện tích: 35m - 46m - 48m - 62m2Thiết kế từ 1 PN, 2PN, 3PNGiá bán: Từ 850 – 900 – 1.1 – 1.35 – 1.7 Tỷ Chiết khấu cao: 2 - 3%Quy mô và thiết kế: Gồm 6 tầng căn hộ, mỗi tầng có 2căn hộ,1 thang máy và 1 thang bộ rộng thoáng, tầng 1 để xe.Giá bán đã bao gồm chi phí làm sổ và nội thất căn hộ.Nội thất đầy đủ: Tủ bếp trên dưới, bếp từ, hút mùi, thiết bị vệ sinh, bình nóng lạnh, đầu chờ internet, điều hòa…Xem nhà:  ( trực tiếp CĐT không qua trung gian)
",Căn hộ, 25/11/2022,23/12/2022,Bán,2041518,2.0,,,,1.0,1.0,1.0,1.0,1.0,Giấy tờ hợp lệ,,,,6.0,nội thất đầy đủ,1.0,1.0,1.0,,,,,Có,,,,,,,
Bán nhà mặt phố Đại Từ quận Hoàng Mai - Hà Nội giá 18.80 tỷ,"
18,8
Tỷ ","
70
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Bán Nhà mặt phố tại Đường Đại Từ']","
 Hót Hót Hót ******** Bán nhà mặt phố Đại từ, cực hiếm. Vị trí đắc địa, kinh doanh đỉnh - vỉa hè rộng , sau nhà là ngõ rộng 3m, thoáng sáng.- Diện tích 70m² x 6 tầng x mặt tiền 3,8m. Giá 18.8 tỷ.Mô tả:Thiết kế: Nhà 6 tầng, có thể cải tạo lắp thang máy.- T1: Kinh doanh.- T2,3,4,5: Thiết kế tầng 2 phòng + WC.- T6: Phòng thờ sân phơi.+ Sổ vuông đẹp chính chủ sẵn giao dịch.
",Nhà mặt phố, 25/11/2022,23/12/2022,Bán,2041546,4.0,,,,,,,,,,,"3,8m",,,,,,,,,,,,,,,,,,
"Căn hộ chỉ 22tr/m2 1,7 tỷ căn 2 ngủ, giá rẻ nhất thị trường Hà Nội, trả trước 600tr nhận nhà ở ngay","
1,7
Tỷ ","
77
m2
",['Bán Căn hộ chung cư  Khu đô thị Eurowindow River Park'],"
* Trả trước 600tr nhận căn hộ ở ngay trước tết.- 1,7 tỷ/căn 2 ngủ - 77m².- 1,8 tỷ/căn 3 ngủ - 82m².- 2,7 tỷ căn 3 ngủ 99m² full đồ.------------* Cứ mua là có quà.- Tặng 1 IPhone 14 Promax 128GB.- Tặng 1 máy hút bụi.- Tặng 1 lò vi sóng.-------------* Vị trí ngay Chân cầu Đông Trù Xã Đông Hội Huyện Đông Anh TP Hà Nội.- Cách BigC Long Biên 3p di chuyển.- Cách phố cổ 15p di chuyển.- Cách sân bay Nội Bài 20p di chuyển.- Cầu Nhật Tân 15p lái xe.--------------- Hỗ trợ khách hàng chọn căn phù hợp.- Hỗ trợ pháp lý đến khi khách hàng về an cư.- Hỗ trợ cho thuê lại căn hộ của khách hàng.
",Căn hộ, 25/11/2022,23/12/2022,Bán,2041495,2.0,,,,,,,,,Sổ hồng,,,Đông-Nam,,Không Gian Sáng Tạo ,,,,,,,,Có,,,,,,,
"Bán căn hộ khu đô thị Linh Đàm, 66 m2, giá bán 1,68 tỷ ","
1,68
Tỷ ","
66
m2
",['Bán Căn hộ chung cư  HH1 Linh Đàm'],"
Bán chung cư Linh Đàm.Vị Trí: Tòa HH1B Linh Đàm, Hoàng Liệt, Hoàng Mai, Hà Nội.Diện tích: 65.5m².Thiết kế: 2 ngủ, 2 wc, 1 logia, 1 khách, 1 bếp.Ưu điểm: Dưới chân tòa nhà có tất cả tiện ích, trường học, siêu thị, công viên, ngân hàng, bến xe buýt...Đặc biệt chủ nhà ở rất có lộc con, lộc của làm ăn phát đạt mua căn rộng hơn.Nội thất: Đủ nội thất như ảnh.Giá bán: 1 tỷ 680 triệu, bao sang tên, đã gồm cả đồ như ảnh. xem nhà 24/7.
",Căn hộ, 25/11/2022,23/12/2022,Bán,2041482,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
Bán nhà mặt phố Đại Từ quận Hoàng Mai - Hà Nội giá 15 tỷ,"
15
Tỷ ","
60
m2
","['Hà Nội', 'Quận Hoàng Mai', 'Bán Nhà mặt phố tại Đường Đại Từ']","
Nhà mặt phố Đại Từ - Quận Hoàng Mai, kinh doanh mọi lĩnh vực vì vị trí đắc địa đẹp nhất tuyến phố Đại Từ.Siêu phẩm nhà mặt phố Đại Từ . Diện tích 45m2x5tầng, mặt tiền 4m, giá 15 tỷMô tả:- Vi trí: Mặt phố  Đại Từ Thiết kế:- Nhà 5tầng: Bê tông cốt thép chắc chắn, điện nước âm tường, hiện đại.- Tầng 1: Ga ra ô tô, wc.- Tầng 2: Phòng khách, bếp, wc.- Tầng 3,4: có 4 phòng ngủ, 2wc.- Tầng 5: Phòng thờ, sân phơi.- Sổ đỏ chính chủ sẵn sàng sang tên đổi chủ.- Ac: Có nhu cầu xin lien hệ với em quang để được tư vấn nhiệt tình và miễn phí.
",Nhà mặt phố, 25/11/2022,23/12/2022,Bán,2041492,3.0,,,,,,,,,,,4m,,4.0,,,,,,,,,,,,,,,,
"Chuyển nhượng nhà 5 tầng, 43 m2 tại Đường Đào Tấn - Đội Cấn - Ba Đình - Hà Nội, giá 5.75 tỷ","
5,75
Tỷ ","
43
m2
","['Hà Nội', 'Quận Ba Đình', 'Bán Nhà riêng tại Đường Đào Tấn']","
Gia đình cần tiền gấp, bán ngôi nhà 5 tầng giá 5.75 tỉ có thỏa thuận.Vị trí.Nhà cách mặt phố Đào Tấn vài bước chân.Hàng xóm rất thân thiện, khu vực an ninh tuyệt đối.Xung quanh trường học, chợ, trung tâm thương mại Lotte, Đại sứ quán Úc ngay gần.Thiết kế.Xây dựng 5 tầng nhà còn mới.Bìa đỏ chính chủ.Giá thương lượng.Contact chính chủ.   
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cần bán nhà shr 5 tầng, 43 m2 tại Đường Đào Tấn - Đội Cấn - Ba Đình - Hà Nội, giá 5.75 tỷ","
5,75
Tỷ ","
43
m2
","['Hà Nội', 'Quận Ba Đình', 'Bán Nhà riêng tại Đường Đào Tấn']","
Gia đình cần tiền gấp, bán ngôi nhà 5 tầng giá 5.75 tỉ có thỏa thuận.Vị trí.Nhà cách mặt phố Đào Tấn vài bước chân.Hàng xóm rất thân thiện, khu vực an ninh tuyệt đối.Xung quanh trường học, chợ, trung tâm thương mại Lotte, Đại sứ quán Úc ngay gần.Thiết kế.Xây dựng 5 tầng nhà còn mới.Bìa đỏ chính chủ.Giá thương lượng.Gọi ngay chính chủ.   
",Nhà riêng, 25/11/2022,25/12/2022,Bán,2041477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bán gấp chung cư A14A1 KĐT Nam Trung Yên, 53m2, 2PN, lô góc, full nội thất, chỉ 2.35 tỷ","
2,35
Tỷ ","
53
m2
","['Hà Nội', 'Quận Cầu Giấy', 'Bán Căn hộ chung cư tại Đường Nam Trung Yên']","
Bán gấp chung cư A14A1 KĐT Nam Trung Yên, 53m2, 2PN, Lô góc, full nội thất, chỉ 2.35 tỷ.- Vị trí: Tòa nhà nằm ngay Đường Nguyễn Chánh, Yên Hoà, Cầu Giấy. Đối diện là Viện Kiểm Toán, gần trường học, gần chợ, đi lại thuận tiện... Công viên cây xanh khu vui chơi có đủ, đang là nơi tập trung dân cư sinh sống và phát triển.- Thiết kế: Các phòng đều có cửa sổ. Đảm bảo tối đa ánh sáng và thông gió tự nhiên, không gian mở rất rộng rãi, thông thoáng và tiện lợi sử dụng.- Tiện ích: Không gian sống lý tưởng, tiện ích ngập tràn, không thiếu thứ gì.- Pháp lý: Sổ đỏ chính chủ, sẵn sàng giao dịch- Giá bán: 2.35 tỷ (Cam đoan giá tốt nhất thị trường).Liên Hệ: Em Trang240 8002 (Miễn QC, trung gian làm phiền).
",Căn hộ, 25/11/2022,23/12/2022,Bán,2041473,2.0,,,,,,,,,Sổ đỏ,,,,,,,,,,,,,,,,,,,,
"Bán gấp căn hộ chung cư Star Tower 283 Khương Trung, 3 phòng ngủ, 89 m2, giá 2.9 tỷ","
2,9
Tỷ ","
89
m2
",['Bán Căn hộ chung cư  Star Tower 283 Khương Trung'],"
Nhà có thành viên mới, nên mình cần đổi sang căn biệt thự- Cần sang nhượng lại căn hộ góc 3 phòng ngủ - 2VS.- Toà A - CC 283 KHƯƠNG TRUNG-THANH XUÂN-HN.- DT: 89m (thông thủy).94 mét vuông (tim tường)- Vị trí đắc địa: cách 50m là trường học cấp 1-2-3 Khương Trung, Vinmart dưới chân toàn nhà, tiện ích đầy đủ, phòng gym, bể bơi 4 mùa....- Ưng nhất là giao thông thuận tiện cách ngã 4 Sở 900m, khu nhà siêu thoáng, xung quanh không có toà nào che nên tầm nhìn xa, gió mát quanh năm.- Bìa đỏ sẵn sàng mua bán- Nhà xây thiết kế hiện đại, ánh sáng tự nhiên full các phòng.- Giá: 2,9 tỉ (thỏa thuận)
",Căn hộ, 25/11/2022,25/12/2022,Bán,2041472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chính chủ bán cắt lỗ căn 3 phòng ngủ 2WC 75m2 giá chỉ 2,89 tỷ tại Vinhomes Smart City","
2,89
Tỷ ","
75
m2
",['Bán Căn hộ chung cư  Vinhomes Smart City'],"
Căn hộ 3PN - 2WC tại khu đô thị thông minh Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội.- Diện tích 75m2, cửa hướng ĐN, tầng cao, view bể bơi nội khu.- Giá 2,89 tỷ.- Nội thất nguyên bản CĐT + rèm cửa và nóng lạnh.Các tiện ích đã có sẵn tại dự án:- Bệnh viện quốc tế Vinmec (dự kiến tháng 5/2023 bắt đầu hoạt động).- Trung tâm thương mại Vincom Mega Mall.- Trường học liên cấp Vinschool và trường công lập Tây Mỗ.- Bể bơi 4 mùa và ngoài trời (miễn phí cho cư dân).- Vườn Nhật (miễn phí cho cư dân).- Sân bóng rổ, tennis, cầu lông, bóng bàn (miễn phí cho cư dân).- Hơn 1.000 máy tập ngoài trời (miễn phí cho cư dân).- 4 bãi đỗ xe nổi và các bãi đỗ xe ngoài trời.- Khu vui chơi trẻ em (miễn phí cho cư dân).- Công viên hồ điều hòa (miễn phí cho cư dân).- Vườn nướng BBQ (miễn phí cho cư dân).- Xe bus di chuyển nội khu (miễn phí).
",Căn hộ, 25/11/2022,23/12/2022,Bán,2041476,3.0,,,,,,,,,,,,Đông-Nam,,nguyên bản CĐT + rèm + nóng lạnh,,,,,,,Tây-Nam,Có,,,,,,,
Quỹ căn ngoại giao giá cực tốt tại dự án Berriver Jardin 390 Nguyễn Văn Cừ,"
Thỏa thuận
","
179
m2
",['Bán Căn hộ chung cư  Berriver Jardin'],"
Liên hệ ngay em Việt - Phòng Kinh doanh Chủ đầu tư dự án Berriver Jardin 390 Nguyễn Văn Cừ để lựa chọn căn hộ đẹp nhất với giá tốt nhất thị trường. Hotline: 096 - 296 - 1333 (Mr. Việt - QLDA)+ Căn 1PN giá từ 1, 8 tỷ+ Căn hộ 2PN+1 giá từ 3,1- 3,4 tỷ tầng đẹp+ Căn 3PN hướng Đông Nam giá cực tốt+ Căn hộ góc 4PN giá từ 4 tỷ========================* Chính sách ưu đãi mới nhất: 05/2022- Chiết khấu 6%/ giá bán căn hộ.- Tặng 18 tháng phí dịch vụ.- Tặng ngay 3 chỉ vàng 9999- Hỗ trợ vay 70% giá trị căn hộ, hỗ trợ lãi suất 0% + ân hạn nợ gốc + miễn phí trả nợ trước hạn trong vòng 15 tháng.Hotline: (Mr. Việt - QLDA)
",Căn hộ, 25/11/2022,23/12/2022,Bán,1714959,4.0,,,,,,,,,Sổ đỏ,,,Đông-Nam,,,,,,,,,,,,,,,,,
