,Price,Address,Area,Direction,Facade,Building Line,Floors,Bedrooms,Toilets,Details,Publish Time,Type,ID,District
90,23600,"Đường Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",90.0,None,9.0,20.0,9,10,10,"+ TRUNG TÂM PHỐ - 3 MẶT NGÕ - DÒNG TIỀN HƠN 100 TRIỆU - THANG MÁY - NHÀ SANG - VỊ TRÍ HIẾM CÓ KHÓ TÌM + Với diện tích 90M x 6T , mặt tiền 9m giá 23,6 tỷ – Là 1 siêu phẩm kinh doanh, khu vực hiếm nhà bán, trong tầm giá khu này không có nhà thứ 2 !!! + Ngay mặt phố Đào Tấn, trung tâm Ba Đình, ô tô lượn vòng quanh.! + Nằm trên trục đường chính : Cầu Dịch Vọng  nối  Nguyễn Khánh Toàn ,Đào Tấn thông sang Liễu Giai , nơi có Đại Sứ Quán Nhật và Australia . + Nơi đây có rất nhiều người nước ngoài sinh sống ,làm việc , nhiều nhà hàng nhật bản , siêu thị , trường học , khu vực cao cấp đầy đủ tiện ích.            Nhà thoáng  ba mặt cực kỳ đẹp ,vỉa hè siêu to. _  Tầng 1: Thông sàn, gara ô tô, kinh doanh cho thuê 20 triệu/tháng. _  Tầng 2: Bố trí 3 phòng ngủ rộng, hiện đại chủ đang ở. _  Tầng 3: Phòng khách sang trọng, đẳng cấp và bếp. _  Tầng 4, 5 bố trí tầng 3 phòng, vệ sinh khép kín. _  Tầng 6: Phòng thờ, sân phơi. + Nhà thiết kế đẹp, khu vực cho Nhật , Hàn hay Úc  thuê hái ra tiền !!!. + Nếu chủ kinh doanh cho thuê hết, có thể bố trí tầng 2,3 thêm được 6 phòng nữa thì kinh doanh vô cùng hiệu quả. dòng tiền trên 150 triệu hàng tháng.!          Nhà được thiết kế vô cùng tâm huyết , chắc chắn +  Móng khoan cọc nhồi tiêu chuẩn chống động đất, tổng 22 cọc đường kính 600cm, đóng sâu 32,5m. + Nội thất và kiến trúc hiện đại, đầy đủ GPXD, PCCN đúng đủ theo quy định của pháp luật Việt Nam, nhà không lỗi phong thuỷ. + Pháp lý cực chuẩn, sổ đỏ chính chủ, sẵn sàng giao dịch. Đã có chỉ giới đỏ, quy hoạch ổn định, đã gắn liền nhà trên sổ.     Liên hệ ngay : Ms. PHƯỢNG  .0978.741.699  .Miễn môi giới và trung gian!",26/09/2021,Tin thường,batdongsan_so_com_vn_1673831597.780916,Ba Đình
91,6890,"Phố Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội",65.0,None,4.0,6.0,5,5,6,"+ Nhà có diện tích 65m2, mặt tiền to rộng, thoáng 4.6m. + Nhà ngõ ô tô, vị trí thuộc khu phố Vip của Đống Đa, phố Thái Hà Kinh doanh nhộn nhịp ngày đêm.đầu ngõ nhà mình là 2 sowrom thương hiệu thời trang nổi tiếng, từ đầu ngõ tới cuối là các Công ty, tòa nhà chung cư mini, trung tâm ngoại ngữ… + Với thiết kế hiện đại Châu Âu ngôi nhà được hội tụ đầy đủ các yếu tố Sang, Đẹp và Thoáng, ánh sáng ngập tràn các phòng, Phòng ngủ master + VS (xông hơi) là không gian lý tưởng để trở về nhà sau mỗi ngày làm. + Tiện ích xung quanh vô vàn dịch vụ, cách Rạp chiếu phim Quốc Gia 10 phút, Bao bọc xung quanh là Hồ Hoàng Cầu, công viên Đống Đa và cạnh 2 Trường Đại Học Thủy Lợi và Đại Học Công Đoàn. + Hàng xóm xung quanh toàn là cán bộ cấp cao và trí thức, khu vực yên tĩnh và an ninh cực tốt. + Sổ đỏ vuông đẹp, chính chủ, giá bán 6.89 Tỷ có thương lượng cho khách thiện trí mua. + Liên hệ: Ms.Phượng . 0978.741.699  , chỉ gặp người mua trực tiếp, miễn MG trung gian.",27/09/2021,Tin thường,batdongsan_so_com_vn_1673831598.9088972,Đống Đa
92,8300,"Phố Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",45.0,None,5.0,8.0,6,6,6,"CHÍNH CHỦ CẦN BÁN GẤP NHÀ PHỐ TẠ QUANG BỬU, KINH DOANH ĐỈNH, VỈA HÈ,Ô TÔ TRÁNH Chính chủ cần bán gấp nhà Phố Tạ Quang Bửu + Vị trí đẹp, ngõ ô tô tránh, vỉa hè rộng, nhà cách mặt phố Tạ Quang Bửu chỉ 10m, ngõ thông ra phố Lê Thanh Nghị, khu vực hiếm nhà bán, ngay sát trường Đại Học Bách Khoa, Kinh Tế Quốc Dân, Xây Dựng, Viện Mở, gần Bệnh Viện Bạch Mai, TTTM, .... +Nhà mới xây 2 năm, thiết kế 6 tầng đẹp, chắc chắn, 2 mặt thoáng + Cho thuê kinh doanh mùa covid sương sương 250 triệu/năm + Giá 8,3 tỷ có thương lượng + LH: 0978.741.699 (tư vấn nhiệt tình, xem nhà miễn phí).MIỄN MÔI GIỚI VÀ TRUNG GIAN",27/09/2021,Tin thường,batdongsan_so_com_vn_1673831599.9421668,Hai Bà Trưng
93,15500,"Đường Phan Đình Phùng, Phường Quán Thánh, Quận Ba Đình, Hà Nội",80.0,None,5.0,8.0,5,8,8,"Bán nhà phố Phan Đình Phùng, Quận Ba Đình, mặt tiền 5m x 5 tầng cạnh lăng bác, VP chính phủ. + Nhà có vị trí cực kỳ đẹp, khu phố Vip nhất quận và vô cùng vô cùng hiếm nhà bán. Nhà trung tâm của quận đi đâu cũng tiện đặc biệt là cạnh Lăng Bác, Phủ Chủ Tịch, con phố mà triệu người mơ ước. + Nhà mặt ngõ nhưng ngõ cực kỳ to rộng lại thông sang các ngả nên đi lại rất thuận tiện. Và lại thuộc khu phân lô dành cho các thủ trưởng cấp cao của Quân Đội, đi ra khỏi ngõ là con phố cổ kính kiêu sa, lãng mạn nhất của Hà Nội với hàng cây cổ thụ xanh rì 2 bên đường. + Nhà cách mặt phố Phan Đình Phùng khoảng chừng 1 phút đi bộ, ngõ thông 2 ngả nên mình đi hướng nào cũng tiện. Xung quanh nhà tiện ích ngập tràn các dịch vụ, nhà hàng BBQ, Nhật Bản, đi 5 phút ra Hồ Tây, tiếp giao với đường Thanh Niên, ra phố cổ cũng gần. + Nhà được kiến trúc sư thiết kế rất sang trọng bắt mắt và xây cực kỳ tâm huyết với không gian mở thoáng, gần gũi với thiên nhiên. Với không gian 5 tầng và mặt tiền 5m là đầy đủ công năng sử dụng cho 1 gia đình mình, các phòng đều đón ánh sáng ngập tràn. Nhà tầng nào cũng có ban công và không gian xanh phía ban công giúp ngôi nhà trở nên đẹp và an yên sau 1 ngày làm việc trở về. + Sổ đỏ chính chủ và vuông đẹp nét căng, giá bán 15.5 tỷ. Gia đình có gia lộc nhẹ cho khách hàng thiện chí muốn mua. + Liên hệ: Ms.Phượng 0978741699 chỉ gặp trực tiếp người mua. Miễn MG trung gian.",27/09/2021,Tin thường,batdongsan_so_com_vn_1673831601.1828465,Ba Đình
94,13500,"Phố Nguyễn Viết Xuân, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",85.0,None,6.0,6.0,6,6,6,"Chính chủ cần bán gấp nhà phố Nguyễn Viết Xuân, quận Thanh Xuân + Vị trí đẹp, ngõ thông, ô tô tránh, chỉ vài bước chân ra mặt phố. Thông ra các phố Nguyễn Ngọc Nai, Lê Trọng Tấn, Trường Chinh, gần Vương Thừa Vũ, Tô Vĩnh Diện, Hoàng Văn Thái. Vài bước chân ra TTTM Artemis, xung quanh tiện ích không thiếu thứ gì. + Thiết kế chắc chắn 6 tầng, đầy đủ công năng, mặt tiền rộng phù hợp vừa ở vừa kinh doanh văn phòng. - Tầng 1: Gara ô tô, để xe + tầng hầm chứa đồ + WC - Tầng 2: Phòng Khách + Bếp ăn +WC - Tầng 3,4,5: Tổng 6 phòng ngủ + WC giữa - Tầng 6: 2 sân phơi trước sau + WC giặt đồ + Nhà mới, nội thất xịn sò, giếng trời thoáng sáng. + Sổ vuông đét + Giá 13,5 tỷ có thương lượng cho người thiện chí mua + LH: Ms.Phượng . 0978.741.699  để được tư vấn và xem nhà miễn phí. Chỉ  gặp người mua trực tiếp, MG&TG xin miễn làm phiền",27/09/2021,Tin thường,batdongsan_so_com_vn_1673831602.2739303,Thanh Xuân
95,6300,"Phố Yên Hoa, Phường Quảng An, Quận Tây Hồ, Hà Nội",50.0,None,5.0,6.0,4,6,6,"CC CẦN BÁN NHÀ PHỐ YÊN HOA – HỒ TÂY , 2 BƯỚC CHÂN RA MẶT HỒ, DIỆN TÍCH 50M2, GIÁ 6.3 TỶ. + Nhà có vị trí siêu siêu VIP, là khu phố đáng sống nhất Hà Nội, con phố từ đầu tới cuối Tây ở nhiều hơn Việt. + Nằm tọa lạc trên con phố Yên Hoa, cách đường Thanh Niên chỉ 150m2 thôi, cách Lăng Bác khoảng 10 phút chạy xe, khu phố thông ra Phan Đình Phùng, Chu Văn An… đi đâu cũng tiện. + Nhà có tổng diện tích 50m2, được thiết kế khung cột bê tông chắc chắn với công năng sở dụng 4 tầng, mặt tiền gần 5m. Thoáng trước sau. + Vị trí từ nhà ra phố cách 3 bước chân là mặt Hồ Tây, nhà 6 tỷ hơn mà vị trí không khác nhà 60 Tỷ là mấy, thật sự là khu Phố cực hiếm để có nhà tầm tiền đó. + Tiện ích xung quanh thì khỏi phải bàn, đầy đủ các dịch vụ từ a –z đặc biệt là không gian đi dạo, đi thể dục quanh Hồ. + Hàng xóm xung quanh toàn là tri thức, cán bộ cấp cao, khu phố yên tĩnh, cực kỳ thích hợp cho các bác về hưu cần 1 không gian tĩnh dưỡng tuổi già. + Sổ đỏ nở hậu, rất đẹp và chính chủ + Giá bán 6.3 tỷ, gia đình có gia lộc cho khách thiện chí mua + Liên hệ: Ms.Phượng. 0978.741.699 . miễn môi giới và trung gian",27/09/2021,Tin thường,batdongsan_so_com_vn_1673831603.587414,Tây Hồ
96,15000,"Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",55.0,None,5.0,6.0,5,5,5,"BÁN NHÀ MẶT PHỐ THANH NHÀN, QUẬN HAI BÀ TRƯNG, LÔ GÓC, VỈA HÈ, KINH DOANH ĐỈNH. + Nhà có vị trí đẹp nhất tuyến phố Thanh Nhàn, lô góc 3 thoáng, full tiện ích xung quanh, nằm trên trục đường trung tâm của quận đi lên phố cổ mất 10 phút, con phố giao với Lê Thanh Nghị, Giải Phóng 5 phút ra các bệnh viện lớn Trung Ương như Bạch Mai, Tai Mũi Họng, Da Liễu, các trường Đại học lớn Bách Khoa – Kinh Tế - Xây Dựng nên Kinh doanh gì cũng đỉnh. + Nhà cạnh 2 bệnh viện lớn Ung Bướu và Thanh Nhàn, vỉa hè 2 bên đường to đùng thoải mái để Kinh Doanh, có chỗ để xe ngày đêm không sợ ảnh hưởng. + Nhà được kiến trúc sư thiết kế 5 tầng đẹp, xây khung cột bê tông kiên cố với tổng 5 tầng sử dụng. Diện tích 55m2, mặt tiền 5m, do được vị thế 3 thoáng nên các phòng ngập tràn ánh sáng, thoáng mát. + Nhà thích hợp vừa ở vừa Kinh Doanh, đặc biệt nếu không ở mà mua đầu tư giữ tiền và cho thuê thì hiệu suất cực kỳ tốt tháng gần 50 triệu với tổng công năng sử dụng. + Sổ đỏ chính chủ, vuông đét + Giá 15 tỷ có thương lượng cho người thiện chí mua. + LH: Ms. Phượng:  0978.741.699  . để được tư vấn và xem nhà miễn phí. Chỉ gặp người mua trực tiếp, MG&TG xin miễn làm phiền.",28/09/2021,Tin thường,batdongsan_so_com_vn_1673831604.6465814,Hai Bà Trưng
97,15200,"Lạc Long Quân , Xuân La , Tây Hồ",80.0,None,7.0,12.0,4,6,6,"*** Ô TÔ - KINH DOANH - NGAY PHỐ, NHÀ TÂY HỒ , NHÀ ĐẸP , Ở LUÔN , TIỆN ÍCH ĐẦY ĐỦ  .Nhà diện tích lớn 80m2, mặt tiền 7m, 4 tầng .Phố kinh doanh sầm uất thông phố Trịnh Công Sơn ! + Nhà  cách phố 20m, ô tô vào nhà.  + Nhà hiện vừa ở vừa làm trung tâm dạy Tiếng Anh.  + Tầng 1: Để xe, văn phòng, bếp.  + T 2,3: mỗi tầng 2 phòng học Vệ sinh khép kín.  + Tầng 4: Chia 3 phòng ngủ.  + Cầu thang giữa, nhà 2 mặt thoáng, nhiều cửa sổ . + Sổ đẹp, vuông hoa hậu, mặt tiền miên man. *Giao thông di chuyển vô cùng thuận lợi ,Lạc Long Quân là đoạn đường phía tây Hồ Tây, từ ngã ba Nhật Tân đến Chợ Bưởi dài khoảng 3,5 km. Chiều hướng phía Tây Nam tiếp giáp với đường Bưởi, phía Đông Bắc tiếp giao với Âu Cơ và An Dương Vương. Các tuyến  phố cắt ngang: Hoàng Hoa Thám, Xuân La, Nguyễn Hoàng Tôn, An Dương Vương, Âu Cơ. +Xung quanh đầy đủ các tiện ích, gần trường học THPT Tây Hồ, chợ….. Liên hệ ngay : Ms . PHƯỢNG  0978741699  miễn môi giới và trung gian !",24/10/2021,Tin thường,batdongsan_so_com_vn_1673831606.013922,Tây Hồ
98,32500,"đường  Ngọc Hà, phường ngọc hà   , Ba Đình , hà nội",101.0,None,5.0,12.0,5,5,5,"*** MẶT PHỐ BA ĐÌNH - CHỖ ĐẸP NHẤT .MẶT PHỐ NGÃ 4 - MẶT CHỢ KINH DOANH , GIÁ TỐT NHẤT. NHÀ ĐẸP NHƯ TRANH - TRUNG TÂM PHỐ.  Diện tích nên tới 101m2 , 5 tầng với mặt tiền kinh doanh  5m !!! +  Mặt phố rộng, mặt chợ kinh doanh, ngay ngã 4  Sơn Tây, ngay bến xe Kim Mã, 5 phút lên hồ Gươm. .  + Nhà  phố  Ngọc hà trung tâm Ba Đình, giáp với rất nhiều con phố lớn, giao thông thuận lợi. 1 trong những phố được phủ cây xanh nhiều nhất vô cùng mát mẻ và dễ chịu thoải mái !  + Nhà gần cổng vào Lăng Chủ tịch , khu vực tập chung buôn bán cực kỳ nhộn nhịp sầm uất .  +khu vực  cũng tập trung nhiều cơ quan đầu não quan trọng, có Bộ nông nghiệp và Phát triển Nông thôn, Văn Phòng Chính Phủ Việt Nam, Văn Phòng Chủ tịch nước và đặc biệt có Khu di tích đặc biệt mang tên Khu di tích Phủ Chủ tịch. + Giá quá tốt với 1 căn nhà mặt phố trung tâm, sổ sách, pháp lý chuẩn, không vướng quy hoạch. Liên hệ ngay : Ms. Phượng 0978741699 miễn môi giới và trung gian !!! ",24/10/2021,Tin thường,batdongsan_so_com_vn_1673831607.4999492,Ba Đình
99,9500,"phố khương thượng , phường khương thượng , đống đa , hà nội",60.0,None,4.0,6.0,5,8,8,"NHÀ MẶT PHỐ KHƯƠNG THƯỢNG , LÔ GÓC 2 MẶT THOÁNG, MẶT TIỀN THÊNH THANG 9M , VIEW HỒ ĐIỀU HÒA , VỪA Ở VỪA KINH DOANH , VĂN PHÒNG , DIỆN TÍCH 60M , GIÁ 9.5 TỶ. Vị trí đắc địa , trung tâm của 4 trường đại học lớn : ĐH Công Đoàn , ĐH Thủy Lợi , Học Viện Ngân Hàng , Đh Y Hà Nội ... Cạnh nhà là trường tiểu học và THCS Khương Thượng. Xung quanh khu phố đang kinh doanh sầm uất rất nhiều dịch vụ. Đường trước nhà ô tô trách chạy vòng quanh. Mặt phố thông ra Trường Chinh , Tây sơn , Chùa Bộc , Tôn Thất Tùng ... nằm cạnh trung tâm Ngã Tư sở 500m vì vậy giao thông di chuyển đến các phố lớn vô cùng thuận lợi. Trước nhà là view hồ điều hòa vậy quanh năm không khí mát mẻ trong lành , nhà phù hợp để vừa ở vừa để kinh doanh mọi hình thức , hoặc đặt trụ sở công ty và văn phòng làm việc. Nhà 5 Tầng khung cột chắc chắn , các tầng đều có ban công trồng nhiều cây xanh và nhiều cửa sổ vì vậy các phòng đều thông thoang gió và ngắm hồ ở mọi góc phòng . Nội thất , cầu thang trong nhà làm bằng gỗ pơ-mu vô cùng sang trọng. Do cần tiền giải quyết công việc đột xuất nên gia chủ để giá bán đất tặng nhà 5 tầng =>  phù hợp cho nhà đầu tư hoặc chủ mới về cải tạo sơn sửa lại thì long lanh nhất phố, hoặc xây dựng tòa nhà mới phù hợp nhu cầu sử dụng và đầu tư của chủ mới . Sổ đỏ chính chủ , sẵn sàng giao dịch ngay . Chỉ làm việc với người sẵn sàng tài chính và các nhà đầu tư am hiểu bds khu vực , ưu tiên vào việc nhanh . LH : Ms.Phượng 0978741699 miễn môi giới và trung gian !",31/10/2021,Tin thường,batdongsan_so_com_vn_1673831608.8473444,Đống Đa
100,7100,"đường Tứ Liên , Phường Tứ Liên , Tây Hồ , Hà Nội",183.0,None,10.0,2.0,3,6,6,"Do giải quyết công việc nên gia đình tôi cần bán đất và nhà ngõ 84 Tứ Liên , Tây Hồ . Diện tích sổ đỏ 183m , Gía 7.1 tỷ. + Sổ đỏ: 183 m2. + Mặt tiền 10m. + Ngõ trước nhà 2m . Rât gần mặt phố Tứ Liên , cách ngã ba Âu Cơ – Xuân Diệu 300m , chạy bộ 5 phút ra Hồ Tây , lái xe 10 phút để vào khu trung tâm phố cổ . Giao thông di chuyển thuận rất thuận lợi ra các phố Âu Cơ , Nghi Tàm , Xuân Diệu , Từ Hoa , Yên Phụ . .. + Vị trí nhà trong khu vực đang có tốc độ phát triển nhanh nhất Tay hồ . Và giá trị bất động sản còn tăng mạnh hơn nữa khi cầu Tứ liên hoàn thành . +Đất phù hợp để cho nhà đầu tư chia lô xây nhà , hoặc cá nhân và gia đình mua để ở thì càng đẹp vì hiện trạng đang có nhà 3 tầng mới xây , chủ mới chỉ cần sơn lại là long lanh . + Sổ đỏ vuông vắn nở hậu . + Đất không tranh chấp , quy hoạch ổn định . phù hợp với các nhà đầu tư hiểu về BĐS khu vực này . + Gía bán 7.1tỷ ( có gia lộc ) . Gia đình rất thiện chí bán nên để giá tốt nhất khu vực , ưu tiên các nhà đầu tư và cá nhân có đủ tài chính vào việc nhanh. + LH : Ms Phượng 0978741699  miễn môi giới và trung gian !",31/10/2021,Tin thường,batdongsan_so_com_vn_1673831627.2287767,Tây Hồ
101,1800,110 trần phú hà đông hà nội,88.0, Tây bắc,9.0,40.0,10,2,2,"*** Chính chủ bán Căn Hộ  chung cư Ellipse Tower 110 Trần Phú, Hà Đông giá gốc chỉ 1,8 tỷ*** Căn hộ thiết kế 2N 1 WC 1 PK 1 Bếp Ban công hướng đông nam thoáng mát , view đẹp Cửa hướng Tây Bắc  Nội thất đầy đủ đồ chủ mới chỉ xách vali tới ở  Tiện ích nội khu như bể bơi , phòng gym , sân chơi chung , siêu thị ... Thích hợp cho hộ gia đình tới ở Với 7 thang máy thì trong cũng như ngoài không bao giờ phải chờ đợi . Tòa nhà Ellipse Tower tọa lạc ngay tại trục chính, mặt tiền đường Trần Phú, số 110 Trần Phú, Hà Đông, Hà Nội. Từ đây chỉ cách cầu Trắng Hà Đông 200m về phía Hà Nội, gần các trung tâm thương mại, các cơ quan đầu não của thành phố và của Quận Hà Đông. Đây là một vị trí vô cùng thuận tiện để di chuyển, giao thương và phát triển lâu dài. Gần bến xe điện trên cao, gần chợ lớn, trường học, bệnh viện Giao thông hai chiều với nhiều làn đường, vô cùng thuận tiện.  Gần với nhiều ngân hàng lớn như: Vietcombank, Vietinbank, BIDV… Liên hệ :Em gái chủ nhà  0978741699  Ms.Phượng ",06/11/2021,Tin thường,batdongsan_so_com_vn_1673831628.604096,Hà Đông
102,14500,"Phố Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân.",102.0,None,5.0,6.0,5,8,8,"Cc cần bán gấp nhà tại trung tâm quận Thanh Xuân, 5 tầng mới xây đc 3 năm, mặt tiền 5.5m, oto chạy vòng quanh . + Nằm tọa lạc tại con phố Hoàng Văn Thái, trong khuôn viên của khu phân lô, khu dân cư thuộc đất của Quân Đội, xung quanh hàng xóm toàn cán bộ của viện Phòng Không Không Quân. + Nhà được thiết kế khung cột bê tông chắc chắn mới xây được 3 năm, thuê kiến trúc sư về thiết kế nên bài trí không gian các phòng vô cùng đẹp và hợp lý, có giếng trời thoáng sáng. + Tổng diện tích sử dụng được 102m2, 5 tầng, vị trí vô cùng đẹp, ngõ to lại thông với mặt tiền 5.5m thoải mái để cho ô tô vào nhà. + Tiện ích xung quanh đầy đủ các dịch vụ về y tế, giáo dục, các bán kính 2km là Ngã Tư Sở, Trung tâm thương mại Royall City, con phố thông ra Lê Trọng Tấn, Hoàng Văn Thụ, Vũ Tông Phan, là phố giáp danh với quận Đống Đa, thông ra Trường Chinh, Tôn Thất Tùng cách Bệnh viện Đại Học Y chưa đến 10 phút chạy xe máy. + Cách bán kính 3km là đường Giải Phóng, thuộc khu quần thể của các trường đị học Kinh tế, Bách Khoa, Xây dựng, các bệnh viện TW Bạch Mai, Tai Mũi Họng, Da Liễu… + Sổ đỏ vuông đẹp, chính chủ, giá bán 14.5 tỷ có thương lượng cho khách thiện chí mua. + khách mua để ở hoặc giữ tiền thì khu này tuyệt vời ưu tiên người sẵn tài chính hoặc các nhà đầu tư  có am hiểu bds khu vực vào việc ngay !!! + Liên hệ: Ms . Phượng 0978741699  . Phố Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân.",07/11/2021,Tin thường,batdongsan_so_com_vn_1673831629.7779558,Thanh Xuân
103,13500,"Đường Nguyễn Chí Thanh, phường Láng Thượng, Quận Đống Đa",50.0,None,5.0,6.0,5,5,5,"Cc cần bán thuộc trung tâm quận Đống Đa, cạnh Đài truyền hình Việt Nam, diện tích 50m2, 5 tầng, mặt tiền 5.9m + Nhà tọa lạc tại con phố Vip nhất của Đống Đa, khu vực xung quanh toàn là các cơ quan trực thuộc trung ương, cạnh Đài truyền hình Việt Nam, hàng xóm toàn dân trí cao, an ninh tốt. + Nhà lô góc 3 thoáng được thiết kế 5 tầng, thang máy với mặt tiền 5,9m thoải mái cho ô tô vào nhà, nhà mình 3 mặt thoáng nên cực kì thích hợp để kinh doanh nhất là làm văn phòng công ty, làm trường mầm non tư thục hay phòng khám tư. + Để ở thì vô cùng thích vì xung quanh nhà ngập tràn các tiện ích, các dịch vụ ăn uống, y tế, giáo dục, thời trang đều đầy đủ, xung quanh bán kính 300km là các trường đại học lớn: Đại học Luật, Đại học Ngoại Thương, Học viện hành chính, đi bộ 2 phút lầ ra hồ Thành Công thể dục sáng – tối. + Sổ đỏ chính chủ, vuông đẹp, giá bán 13.5 tỷ, có thương lượng nhẹ cho khách thiện chí mua + Nhà rất đẹp ưu tiên người sẵn tài chính , các nhà đầu tư  am hiểu bds khu vực vào việc ngay ! + Liên hệ: Ms.Phượng 0978741699 . Đường Nguyễn Chí Thanh, phường Láng Thượng, Quận Đống Đa",07/11/2021,Tin thường,batdongsan_so_com_vn_1673831630.9348617,Đống Đa
104,36000,"Phố Trấn Vũ   phường Trúc Bạch quận Ba Đình, Hà Nội",50.0,None,5.0,8.0,8,10,10,"Cc cần bán nhà view triệu đô 2 hồ, nhà đẹp  nhất phố, vừa ở vừa kinh doanh tuyệt, giá chỉ 36 tỷ dòng tiền hàng tháng hơn 60tr/ tháng. + Nhà có vị trí siêu siêu đẹp và siêu siêu hiếm của khu vực Hồ Tây, tọa lạc giữa phố Trấn Vũ với tòa nhà 8 tầng thang máy đẹp nhất phố, mặt tiền 5.2m + Nhà được 2 mặt phố thoáng trước sau, view 2 Hồ, Hồ Tây và Hồ Trúc Bạch, nhà mình mặt hồ thoáng mát lộng gió. Cách mặt phố Thanh Niên chừng 200m nhà đi thông sang phố Trúc Bạch, thông ra đường Thanh Niên, Quán Thánh, Phan Đình Phùng… thuộc quần thể VIp, trung tâm của quận Ba Đình + Nhà thiết kế 8 tầng, thông sàn nên hoàn toàn thích hợp để Kinh doanh văn phòng, mở nhà hàng, trường mần non quốc tế, phòng khám quốc tế, trung tâm ngoại ngữ… Là trụ sở cho 1 doanh nghiệp quá đẹp, tầng trên cùng là sân thượng, ngắm trọn view Hồ Tây, ngắm hoàng hôn và hóng gió thưởng trà buổi sáng – tối. + Mặt tiền 5.2m thích hợp cho mọi loại hình Kinh doanh , ô tô vào nhà, do chuyển hướng đầu tư cần vốn nên gia đình đang cần bán, giá chào 36 tỷ có thương lượng cho khách thiện chí mua sẵn tài chính , các nhà đầu tư  am hiểu bds khu vực ! + Sổ đỏ vuông đẹp và chính chủ. + Liên hệ: Ms. Phượng 0978741699 Phố Trấn Vũ   phường Trúc Bạch quận Ba Đình, Hà Nội",07/11/2021,Tin thường,batdongsan_so_com_vn_1673831632.0758154,Ba Đình
119,255,Gia Lâm Hà Nội,80.0,None,8.0,52.0,10,2,2,80,24/02/2022,Tin thường,batdongsan_so_com_vn_1673831650.0570238,Gia Lâm
120,250,Gia Lâm Hà Nội,80.0,None,8.0,52.0,10,2,2,80,25/02/2022,Tin thường,batdongsan_so_com_vn_1673831667.5864754,Gia Lâm
127,6300,ngõ 136 Nguyễn An Ninh Hoàng Mai HN,55.0, Đông nam,3.0,3.0,5,6,4,"Chuyển đổi tôi cần bán nhà  mới xây được 2 năm ngõ 104 Nguyễn An Ninh đi thông sang 176 Trương Định, Hà Nội.DT 40m2 x 5 tầng, giá 4.3 tỷ.Nhà xây dựng 40m2 x 5 tầng,  nhà đẹp không lỗi phong thủy. Thiết kế có giếng trời lấy ánh sáng và không khí vào phòng. để lại toàn bộ nội thất.-Thiết kế bao gồm - Tầng 1: Phòng khách, bếp ăn riêng biệt, WC.- Tầng :2,3: Mỗi tầng 2 phòng rộng, 1 WC.- Tầng 4:1 phòng ngủ, phòng thờ-Tần 5: sân phơi và vườn trồng cây.Khu dân trí cao, an ninh tốt, hàng xóm thân thiện, tiện chợ gần trường học bệnh viện, cách ĐH Kinh Tế, Bách Khoa, Xây Dựng 1km, ngõ trước nhà 2 xe tránh nhau thoải mái.Sổ đỏ chính chủ. Giá 4.3 tỷ (có thương lượng) Liên hệ chị Yến ĐT:0702138238",25/02/2022,Tin thường,batdongsan_so_com_vn_1673831675.84538,Hoàng Mai
147,222,Gia Lâm,80.0,None,8.0,52.0,10,2,2,80,23/02/2022,Tin thường,batdongsan_so_com_vn_1673831716.0822766,Gia Lâm
148,222,Gia Lâm - Hà Nội,80.0,None,8.0,52.0,10,2,2,80,22/02/2022,Tin thường,batdongsan_so_com_vn_1673831717.3429463,Gia Lâm
